Drug1_ID,Drug2_ID,Y,Neg samples
DB01589,DB00660,1,DB04967$t
DB00281,DB00660,1,DB04272$h
DB01433,DB00660,1,DB06696$h
DB13025,DB00660,1,DB01012$t
DB00962,DB00660,1,DB03796$h
DB00844,DB00660,1,DB00217$t
DB01618,DB00660,1,DB06207$t
DB00455,DB00660,1,DB11994$h
DB11609,DB00660,1,DB01013$h
DB00633,DB00660,1,DB09060$h
DB00647,DB00660,1,DB11828$t
DB00497,DB00660,1,DB00237$t
DB01614,DB00660,1,DB00294$h
DB00475,DB00660,1,DB01253$t
DB00356,DB00660,1,DB01008$t
DB01086,DB00660,1,DB02546$t
DB01081,DB00660,1,DB08873$t
DB00683,DB00660,1,DB01050$t
DB00228,DB00660,1,DB13874$h
DB06144,DB00660,1,DB00706$h
DB00690,DB00660,1,DB00985$h
DB00829,DB00660,1,DB01171$h
DB01159,DB00660,1,DB00212$h
DB06201,DB00660,1,DB01103$t
DB01154,DB09017,1,DB00923$t
DB00312,DB09017,1,DB09321$h
DB01351,DB09017,1,DB08814$h
DB00418,DB09017,1,DB06637$t
DB00474,DB09017,1,DB06774$t
DB01355,DB09017,1,DB06769$h
DB00599,DB09017,1,DB06771$t
DB00924,DB09017,1,DB01579$t
DB01236,DB09017,1,DB01427$t
DB01017,DB09017,1,DB01511$t
DB00193,DB09017,1,DB00166$h
DB00230,DB09017,1,DB00884$t
DB00484,DB09017,1,DB00838$t
DB00333,DB09017,1,DB01119$t
DB00363,DB09017,1,DB11254$t
DB00477,DB09017,1,DB09274$h
DB01075,DB09017,1,DB01268$t
DB00656,DB09017,1,DB00539$t
DB00366,DB09017,1,DB00268$h
DB06204,DB09017,1,DB11363$t
DB08883,DB09017,1,DB04918$h
DB01563,DB09017,1,DB00273$h
DB01440,DB09017,1,DB06691$t
DB00611,DB09017,1,DB09078$t
DB00470,DB09017,1,DB00344$t
DB00557,DB09017,1,DB01133$t
DB06690,DB09017,1,DB08932$t
DB06716,DB09017,1,DB00400$h
DB01595,DB09017,1,DB11148$h
DB01189,DB09017,1,DB08932$h
DB01463,DB09017,1,DB00722$t
DB01466,DB09017,1,DB00609$t
DB00486,DB09017,1,DB00661$h
DB00892,DB09017,1,DB00960$h
DB00508,DB09017,1,DB09300$t
DB00334,DB09017,1,DB00351$t
DB00402,DB09017,1,DB00537$h
DB01209,DB09017,1,DB01403$h
DB01452,DB09017,1,DB00245$t
DB00831,DB09017,1,DB04786$t
DB00933,DB09017,1,DB09244$t
DB08987,DB09017,1,DB01150$h
DB00404,DB09017,1,DB13153$h
DB00409,DB09017,1,DB01582$t
DB00408,DB09017,1,DB11079$h
DB00961,DB09017,1,DB01118$t
DB08922,DB09017,1,DB00816$h
DB00807,DB09017,1,DB00817$h
DB00801,DB09017,1,DB00720$h
DB00802,DB09017,1,DB06730$t
DB01551,DB09017,1,DB00419$t
DB00318,DB09017,1,DB00393$h
DB00327,DB09017,1,DB00643$h
DB00371,DB09017,1,DB00952$h
DB00850,DB09017,1,DB01581$t
DB06594,DB09017,1,DB09236$h
DB06216,DB09017,1,DB00322$h
DB00897,DB09017,1,DB00762$t
DB04842,DB09017,1,DB00469$t
DB00708,DB09017,1,DB01082$t
DB01215,DB09017,1,DB01130$t
DB00237,DB09017,1,DB00929$t
DB01353,DB09017,1,DB09274$h
DB01161,DB09017,1,DB08893$t
DB01544,DB09017,1,DB00866$h
DB00750,DB09017,1,DB00791$t
DB01224,DB09017,1,DB09488$t
DB01267,DB09017,1,DB00877$h
DB00292,DB09017,1,DB09080$h
DB06738,DB09017,1,DB09017$h
DB00899,DB09017,1,DB06739$t
DB01178,DB09017,1,DB01156$h
DB00875,DB09017,1,DB00650$h
DB01065,DB09017,1,DB09026$t
DB01100,DB09017,1,DB08806$t
DB00753,DB09017,1,DB00951$t
DB01239,DB09017,1,DB06700$h
DB01238,DB09017,1,DB01418$h
DB00623,DB09017,1,DB13450$t
DB01192,DB09017,1,DB00448$t
DB01624,DB09017,1,DB06262$t
DB00907,DB09017,1,DB08887$t
DB00904,DB09017,1,DB01021$h
DB00297,DB09017,1,DB00755$h
DB00296,DB09017,1,DB09320$t
DB00818,DB09017,1,DB00660$t
DB00813,DB09017,1,DB09232$t
DB08815,DB09017,1,DB00914$h
DB00391,DB09017,1,DB01108$t
DB01615,DB09017,1,DB00240$h
DB01588,DB09017,1,DB00690$h
DB01589,DB09017,1,DB00762$h
DB00962,DB09017,1,DB00482$t
DB00844,DB09017,1,DB01180$h
DB01618,DB09017,1,DB00996$t
DB00454,DB09017,1,DB00636$t
DB01002,DB09017,1,DB08819$h
DB00633,DB09017,1,DB00812$t
DB01614,DB09017,1,DB06696$t
DB00475,DB09017,1,DB00493$t
DB01086,DB09017,1,DB08881$h
DB00228,DB09017,1,DB02546$t
DB00829,DB09017,1,DB06155$h
DB01159,DB09017,1,DB04938$h
DB06201,DB09017,1,DB01126$t
DB00752,DB11148,1,DB00541$h
DB00312,DB11148,1,DB00751$t
DB00849,DB11148,1,DB00635$h
DB00418,DB11148,1,DB00546$h
DB00474,DB11148,1,DB00810$h
DB01355,DB11148,1,DB12026$t
DB00599,DB11148,1,DB08828$h
DB01236,DB11148,1,DB04398$t
DB01017,DB11148,1,DB00482$h
DB00176,DB11148,1,DB00634$t
DB00193,DB11148,1,DB00672$h
DB00230,DB11148,1,DB00545$t
DB01580,DB11148,1,DB00240$h
DB00484,DB11148,1,DB00239$h
DB00333,DB11148,1,DB00916$h
DB00502,DB11148,1,DB01332$t
DB00246,DB11148,1,DB00699$t
DB00363,DB11148,1,DB00619$t
DB00477,DB11148,1,DB06237$h
DB01075,DB11148,1,DB00353$h
DB00366,DB11148,1,DB00643$h
DB06204,DB11148,1,DB00794$t
DB09068,DB11148,1,DB06413$h
DB08883,DB11148,1,DB01377$t
DB01563,DB11148,1,DB00373$t
DB01440,DB11148,1,DB00284$h
DB09017,DB11148,1,DB00828$t
DB00611,DB11148,1,DB00361$h
DB01028,DB11148,1,DB00423$h
DB00470,DB11148,1,DB00862$h
DB00557,DB11148,1,DB01097$h
DB06690,DB11148,1,DB00207$h
DB06716,DB11148,1,DB00480$t
DB00734,DB11148,1,DB01028$t
DB01595,DB11148,1,DB00540$t
DB01189,DB11148,1,DB06738$h
DB01463,DB11148,1,DB01340$t
DB01466,DB11148,1,DB00438$h
DB00486,DB11148,1,DB01194$h
DB00508,DB11148,1,DB01019$t
DB09085,DB11148,1,DB09291$h
DB00402,DB11148,1,DB01057$t
DB01209,DB11148,1,DB00279$t
DB01452,DB11148,1,DB00422$t
DB00404,DB11148,1,DB01581$h
DB00408,DB11148,1,DB00542$t
DB00961,DB11148,1,DB01092$t
DB00295,DB11148,1,DB01097$h
DB08922,DB11148,1,DB00711$h
DB00807,DB11148,1,DB00413$h
DB00801,DB11148,1,DB11730$h
DB00802,DB11148,1,DB00134$t
DB00527,DB11148,1,DB00577$h
DB00318,DB11148,1,DB01179$h
DB00371,DB11148,1,DB00218$t
DB00850,DB11148,1,DB01118$t
DB00433,DB11148,1,DB00402$t
DB00206,DB11148,1,DB00274$t
DB06216,DB11148,1,DB00560$h
DB00897,DB11148,1,DB00759$h
DB00708,DB11148,1,DB01102$h
DB01215,DB11148,1,DB01054$h
DB00231,DB11148,1,DB01348$t
DB00721,DB11148,1,DB00530$h
DB01161,DB11148,1,DB01235$h
DB09224,DB11148,1,DB01685$t
DB00750,DB11148,1,DB11268$h
DB00899,DB11148,1,DB00954$t
DB00652,DB11148,1,DB09270$t
DB06288,DB11148,1,DB00891$h
DB01178,DB11148,1,DB00298$t
DB01065,DB11148,1,DB00908$h
DB01227,DB11148,1,DB01102$h
DB01221,DB11148,1,DB01424$h
DB01567,DB11148,1,DB00998$t
DB09342,DB11148,1,DB01415$h
DB00623,DB11148,1,DB01160$h
DB00628,DB11148,1,DB13167$h
DB01624,DB11148,1,DB00165$h
DB00907,DB11148,1,DB00757$t
DB00904,DB11148,1,DB09167$h
DB00996,DB11148,1,DB00897$t
DB00189,DB11148,1,DB06824$t
DB00186,DB11148,1,DB05015$t
DB00298,DB11148,1,DB09296$h
DB00296,DB11148,1,DB00360$t
DB06770,DB11148,1,DB00647$t
DB09225,DB11148,1,DB00297$h
DB00842,DB11148,1,DB01037$h
DB09345,DB11148,1,DB01369$h
DB00391,DB11148,1,DB01590$h
DB01623,DB11148,1,DB04842$h
DB01615,DB11148,1,DB06413$h
DB01587,DB11148,1,DB08874$h
DB01589,DB11148,1,DB00421$t
DB00281,DB11148,1,DB00288$h
DB01433,DB11148,1,DB00719$h
DB00962,DB11148,1,DB06616$t
DB00844,DB11148,1,DB00295$t
DB01618,DB11148,1,DB00873$t
DB00454,DB11148,1,DB01005$t
DB00647,DB11148,1,DB01282$h
DB00497,DB11148,1,DB01622$t
DB01614,DB11148,1,DB06410$t
DB01086,DB11148,1,DB09211$h
DB01545,DB11148,1,DB09053$t
DB00683,DB11148,1,DB09102$t
DB00228,DB11148,1,DB08880$t
DB00854,DB11148,1,DB09124$t
DB09009,DB11148,1,DB00923$h
DB00690,DB11148,1,DB01599$t
DB00829,DB11148,1,DB08820$t
DB06201,DB11148,1,DB01053$t
DB00752,DB13323,1,DB00652$t
DB00564,DB13323,1,DB06729$t
DB00849,DB13323,1,DB01248$t
DB00418,DB13323,1,DB00619$h
DB01355,DB13323,1,DB01365$h
DB01437,DB13323,1,DB00229$h
DB01236,DB13323,1,DB13783$h
DB00176,DB13323,1,DB08864$h
DB00484,DB13323,1,DB00513$t
DB00502,DB13323,1,DB01167$h
DB00246,DB13323,1,DB01320$t
DB00363,DB13323,1,DB00215$t
DB00477,DB13323,1,DB00179$t
DB00420,DB13323,1,DB00575$h
DB01075,DB13323,1,DB08941$t
DB00656,DB13323,1,DB00120$h
DB00366,DB13323,1,DB11921$h
DB06204,DB13323,1,DB00721$h
DB09068,DB13323,1,DB00969$t
DB01563,DB13323,1,DB08901$t
DB01440,DB13323,1,DB09099$h
DB09017,DB13323,1,DB01128$h
DB00470,DB13323,1,DB13139$t
DB00557,DB13323,1,DB01174$t
DB06690,DB13323,1,DB00575$t
DB06716,DB13323,1,DB09078$t
DB00450,DB13323,1,DB01253$t
DB01595,DB13323,1,DB00544$h
DB01189,DB13323,1,DB00851$t
DB01463,DB13323,1,DB00559$t
DB01466,DB13323,1,DB00460$t
DB00486,DB13323,1,DB01602$t
DB00508,DB13323,1,DB12483$h
DB09085,DB13323,1,DB00670$h
DB11148,DB13323,1,DB00595$h
DB00334,DB13323,1,DB01420$t
DB00402,DB13323,1,DB00266$h
DB01209,DB13323,1,DB01066$h
DB00831,DB13323,1,DB00261$h
DB00409,DB13323,1,DB01194$t
DB00408,DB13323,1,DB09055$t
DB00295,DB13323,1,DB00264$h
DB00807,DB13323,1,DB00572$h
DB00801,DB13323,1,DB01171$h
DB00802,DB13323,1,DB09216$h
DB01551,DB13323,1,DB00470$t
DB00318,DB13323,1,DB00207$t
DB00313,DB13323,1,DB00531$h
DB00371,DB13323,1,DB00379$t
DB00850,DB13323,1,DB00992$t
DB00433,DB13323,1,DB01058$t
DB06594,DB13323,1,DB00937$h
DB06216,DB13323,1,DB00553$h
DB00897,DB13323,1,DB00455$t
DB04842,DB13323,1,DB00291$t
DB01215,DB13323,1,DB05541$h
DB00237,DB13323,1,DB08907$t
DB00231,DB13323,1,DB06213$h
DB01544,DB13323,1,DB01602$h
DB09224,DB13323,1,DB00525$h
DB01224,DB13323,1,DB01394$h
DB00292,DB13323,1,DB00836$t
DB06738,DB13323,1,DB00162$h
DB00899,DB13323,1,DB00572$t
DB00652,DB13323,1,DB00398$t
DB06288,DB13323,1,DB01063$h
DB00875,DB13323,1,DB08912$t
DB01065,DB13323,1,DB02638$t
DB01100,DB13323,1,DB00690$t
DB00753,DB13323,1,DB00245$h
DB01567,DB13323,1,DB13872$t
DB09342,DB13323,1,DB09102$h
DB01239,DB13323,1,DB08882$t
DB01238,DB13323,1,DB00423$h
DB00623,DB13323,1,DB06810$h
DB00628,DB13323,1,DB01119$t
DB01192,DB13323,1,DB06766$t
DB01624,DB13323,1,DB08903$t
DB00490,DB13323,1,DB01708$t
DB00907,DB13323,1,DB06704$h
DB00996,DB13323,1,DB09041$h
DB00189,DB13323,1,DB00389$h
DB06770,DB13323,1,DB00700$t
DB00818,DB13323,1,DB01408$h
DB00813,DB13323,1,DB00755$t
DB00645,DB13323,1,DB01012$h
DB09345,DB13323,1,DB00698$h
DB00391,DB13323,1,DB00770$t
DB01615,DB13323,1,DB01613$h
DB01588,DB13323,1,DB00215$h
DB01589,DB13323,1,DB00291$t
DB00281,DB13323,1,DB00358$h
DB01433,DB13323,1,DB00437$t
DB00844,DB13323,1,DB04840$t
DB00454,DB13323,1,DB00271$t
DB11609,DB13323,1,DB01151$t
DB00633,DB13323,1,DB00177$t
DB00497,DB13323,1,DB00328$t
DB01614,DB13323,1,DB00539$t
DB01086,DB13323,1,DB00608$t
DB09166,DB13323,1,DB00755$t
DB01545,DB13323,1,DB00429$t
DB01081,DB13323,1,DB00972$h
DB00683,DB13323,1,DB01580$t
DB00228,DB13323,1,DB03128$h
DB00854,DB13323,1,DB01147$h
DB09009,DB13323,1,DB01175$h
DB00690,DB13323,1,DB00960$t
DB01159,DB13323,1,DB06626$h
DB00422,DB13323,1,DB00967$h
DB06201,DB13323,1,DB09279$h
DB01364,DB13323,1,DB00212$t
DB00752,DB01588,1,DB11560$h
DB00615,DB01588,1,DB00542$h
DB01154,DB01588,1,DB01188$h
DB00564,DB01588,1,DB06804$h
DB00794,DB01588,1,DB13153$h
DB01174,DB01588,1,DB01621$h
DB00238,DB01588,1,DB01217$t
DB00673,DB01588,1,DB00688$h
DB01351,DB01588,1,DB09183$h
DB00418,DB01588,1,DB01581$h
DB00474,DB01588,1,DB01116$t
DB01355,DB01588,1,DB13323$h
DB01437,DB01588,1,DB01333$h
DB01601,DB01588,1,DB00657$t
DB00705,DB01588,1,DB01086$h
DB00924,DB01588,1,DB11268$t
DB00254,DB01588,1,DB00592$h
DB01254,DB01588,1,DB00599$t
DB01236,DB01588,1,DB09183$h
DB00661,DB01588,1,DB06803$t
DB00208,DB01588,1,DB00867$h
DB01017,DB01588,1,DB00227$t
DB00176,DB01588,1,DB08893$t
DB01149,DB01588,1,DB12026$h
DB00193,DB01588,1,DB08815$h
DB00263,DB01588,1,DB00921$t
DB00230,DB01588,1,DB01601$t
DB00285,DB01588,1,DB11574$h
DB01580,DB01588,1,DB04878$h
DB00834,DB01588,1,DB00776$t
DB00203,DB01588,1,DB00474$t
DB00484,DB01588,1,DB01353$t
DB00196,DB01588,1,DB00539$h
DB00220,DB01588,1,DB00999$t
DB08865,DB01588,1,DB00318$h
DB00582,DB01588,1,DB00831$t
DB09074,DB01588,1,DB00120$t
DB12332,DB01588,1,DB00854$h
DB01026,DB01588,1,DB09285$t
DB00502,DB01588,1,DB09073$t
DB00246,DB01588,1,DB00405$h
DB00289,DB01588,1,DB00360$t
DB00188,DB01588,1,DB09223$h
DB00270,DB01588,1,DB00861$t
DB00976,DB01588,1,DB09570$t
DB00283,DB01588,1,DB13783$h
DB08873,DB01588,1,DB06803$h
DB04868,DB01588,1,DB00274$t
DB00420,DB01588,1,DB11614$h
DB00320,DB01588,1,DB09070$h
DB06204,DB01588,1,DB00896$t
DB01563,DB01588,1,DB09269$h
DB01440,DB01588,1,DB00256$h
DB01028,DB01588,1,DB01105$t
DB00470,DB01588,1,DB01122$h
DB06690,DB01588,1,DB00236$h
DB00450,DB01588,1,DB01582$h
DB00734,DB01588,1,DB00812$h
DB01189,DB01588,1,DB00586$t
DB01466,DB01588,1,DB00687$t
DB00508,DB01588,1,DB09015$t
DB00402,DB01588,1,DB06228$h
DB01452,DB01588,1,DB08971$t
DB00933,DB01588,1,DB09236$h
DB00409,DB01588,1,DB00339$h
DB01558,DB01588,1,DB01251$t
DB00801,DB01588,1,DB04846$h
DB00802,DB01588,1,DB00852$t
DB01551,DB01588,1,DB09040$h
DB00313,DB01588,1,DB01118$h
DB00327,DB01588,1,DB08871$h
DB00433,DB01588,1,DB00422$h
DB00206,DB01588,1,DB08811$t
DB06216,DB01588,1,DB00654$t
DB01353,DB01588,1,DB01264$h
DB00721,DB01588,1,DB09273$h
DB00750,DB01588,1,DB01112$h
DB00292,DB01588,1,DB00552$h
DB00899,DB01588,1,DB01619$h
DB01178,DB01588,1,DB00251$h
DB01065,DB01588,1,DB00374$h
DB01100,DB01588,1,DB01160$t
DB01227,DB01588,1,DB11641$h
DB01221,DB01588,1,DB06210$h
DB01567,DB01588,1,DB01416$h
DB01238,DB01588,1,DB00425$h
DB00628,DB01588,1,DB00678$h
DB01192,DB01588,1,DB13139$t
DB01624,DB01588,1,DB03585$h
DB00490,DB01588,1,DB00335$t
DB00907,DB01588,1,DB01122$h
DB00904,DB01588,1,DB01194$t
DB00996,DB01588,1,DB00262$h
DB00186,DB01588,1,DB00548$h
DB00298,DB01588,1,DB06147$t
DB00296,DB01588,1,DB00784$t
DB00645,DB01588,1,DB00828$h
DB00842,DB01588,1,DB08882$t
DB01623,DB01588,1,DB00523$h
DB01587,DB01588,1,DB01063$t
DB01589,DB01588,1,DB01084$t
DB01433,DB01588,1,DB09090$t
DB00962,DB01588,1,DB00535$t
DB00844,DB01588,1,DB00560$h
DB00454,DB01588,1,DB00575$t
DB01002,DB01588,1,DB00905$t
DB00633,DB01588,1,DB01005$t
DB00647,DB01588,1,DB00552$h
DB00475,DB01588,1,DB09020$h
DB01545,DB01588,1,DB01273$h
DB01081,DB01588,1,DB06218$h
DB00683,DB01588,1,DB00709$h
DB00690,DB01588,1,DB00936$t
DB01159,DB01588,1,DB00851$t
DB08912,DB01588,1,DB01211$h
DB09073,DB01588,1,DB05381$h
DB06290,DB01588,1,DB00201$h
DB00277,DB01588,1,DB01191$h
DB06201,DB01588,1,DB01365$h
DB00651,DB01588,1,DB09300$h
DB08820,DB01588,1,DB06791$t
DB02703,DB01588,1,DB01241$h
DB09048,DB01588,1,DB01058$h
DB01609,DB01588,1,DB01610$t
DB00752,DB01587,1,DB04845$h
DB01154,DB01587,1,DB01000$h
DB01045,DB01587,1,DB00650$h
DB00564,DB01587,1,DB11254$h
DB00238,DB01587,1,DB00836$h
DB00673,DB01587,1,DB01034$h
DB01351,DB01587,1,DB01136$h
DB00474,DB01587,1,DB00918$t
DB01355,DB01587,1,DB01186$t
DB01601,DB01587,1,DB00751$h
DB01118,DB01587,1,DB00916$h
DB01254,DB01587,1,DB09047$h
DB01236,DB01587,1,DB01298$t
DB00661,DB01587,1,DB09117$t
DB00208,DB01587,1,DB00705$h
DB00227,DB01587,1,DB00289$t
DB00176,DB01587,1,DB08880$h
DB01149,DB01587,1,DB06810$t
DB00263,DB01587,1,DB09300$t
DB00285,DB01587,1,DB04861$h
DB00203,DB01587,1,DB01437$t
DB00196,DB01587,1,DB06413$h
DB00220,DB01587,1,DB01024$h
DB00648,DB01587,1,DB00331$t
DB12332,DB01587,1,DB08802$h
DB00257,DB01587,1,DB09272$h
DB00243,DB01587,1,DB06410$t
DB01026,DB01587,1,DB00230$h
DB01211,DB01587,1,DB09097$t
DB00246,DB01587,1,DB00246$t
DB00188,DB01587,1,DB11691$h
DB00270,DB01587,1,DB00672$h
DB00976,DB01587,1,DB00585$h
DB06636,DB01587,1,DB00201$h
DB08899,DB01587,1,DB00849$h
DB01232,DB01587,1,DB04918$t
DB00363,DB01587,1,DB00179$t
DB04868,DB01587,1,DB00359$h
DB00420,DB01587,1,DB00649$h
DB00320,DB01587,1,DB01422$h
DB01075,DB01587,1,DB01423$h
DB00656,DB01587,1,DB01429$h
DB00366,DB01587,1,DB00650$t
DB06204,DB01587,1,DB00615$h
DB08883,DB01587,1,DB08913$h
DB01563,DB01587,1,DB09295$h
DB01440,DB01587,1,DB00455$t
DB00611,DB01587,1,DB00775$t
DB00557,DB01587,1,DB00750$h
DB06690,DB01587,1,DB00918$t
DB00450,DB01587,1,DB00198$t
DB00734,DB01587,1,DB01248$h
DB01595,DB01587,1,DB12924$t
DB01189,DB01587,1,DB00760$h
DB01463,DB01587,1,DB01424$t
DB01466,DB01587,1,DB00960$h
DB00486,DB01587,1,DB01423$t
DB00508,DB01587,1,DB01331$h
DB01209,DB01587,1,DB09074$t
DB00933,DB01587,1,DB01216$h
DB00404,DB01587,1,DB01092$h
DB01558,DB01587,1,DB00361$t
DB00961,DB01587,1,DB11921$t
DB00295,DB01587,1,DB00900$t
DB00807,DB01587,1,DB00387$h
DB00801,DB01587,1,DB00412$t
DB01551,DB01587,1,DB11737$t
DB00318,DB01587,1,DB08981$t
DB00371,DB01587,1,DB00465$t
DB00433,DB01587,1,DB00691$h
DB00206,DB01587,1,DB06268$h
DB06216,DB01587,1,DB04918$t
DB00708,DB01587,1,DB08907$h
DB01215,DB01587,1,DB03796$t
DB00237,DB01587,1,DB06782$t
DB01353,DB01587,1,DB00658$t
DB01161,DB01587,1,DB01042$t
DB01267,DB01587,1,DB00731$h
DB00652,DB01587,1,DB04839$h
DB00875,DB01587,1,DB09295$h
DB01065,DB01587,1,DB01244$t
DB00753,DB01587,1,DB01115$h
DB01567,DB01587,1,DB00853$t
DB01239,DB01587,1,DB01329$t
DB00679,DB01587,1,DB00937$h
DB00623,DB01587,1,DB00418$t
DB00628,DB01587,1,DB00575$h
DB01192,DB01587,1,DB01147$t
DB01624,DB01587,1,DB00397$t
DB01198,DB01587,1,DB06737$t
DB00490,DB01587,1,DB00340$t
DB00907,DB01587,1,DB00410$h
DB00904,DB01587,1,DB00634$h
DB00996,DB01587,1,DB09242$t
DB00298,DB01587,1,DB00226$h
DB00296,DB01587,1,DB00701$h
DB00818,DB01587,1,DB00312$t
DB00813,DB01587,1,DB01559$t
DB00645,DB01587,1,DB00291$h
DB00842,DB01587,1,DB00619$h
DB08815,DB01587,1,DB01103$h
DB00391,DB01587,1,DB00400$h
DB01589,DB01587,1,DB00686$h
DB01433,DB01587,1,DB01420$t
DB00844,DB01587,1,DB01196$h
DB01002,DB01587,1,DB09053$h
DB00633,DB01587,1,DB01328$h
DB00647,DB01587,1,DB00946$t
DB00497,DB01587,1,DB00780$t
DB01081,DB01587,1,DB00425$h
DB00683,DB01587,1,DB06204$t
DB00690,DB01587,1,DB00276$t
DB01159,DB01587,1,DB00656$t
DB00248,DB01587,1,DB06210$h
DB01253,DB01587,1,DB06206$t
DB01186,DB01587,1,DB08974$h
DB08881,DB01587,1,DB01051$h
DB01392,DB01587,1,DB00671$h
DB06290,DB01587,1,DB13139$t
DB00699,DB01587,1,DB00991$h
DB00247,DB01587,1,DB00581$h
DB09048,DB01587,1,DB00939$h
DB06717,DB01587,1,DB06781$t
DB09330,DB01587,1,DB00437$h
DB01609,DB01587,1,DB09166$t
DB00752,DB01353,1,DB00737$h
DB01154,DB01353,1,DB01620$h
DB00564,DB01353,1,DB01035$h
DB01174,DB01353,1,DB09039$h
DB00312,DB01353,1,DB00273$t
DB00849,DB01353,1,DB00312$t
DB01351,DB01353,1,DB00035$h
DB00418,DB01353,1,DB06799$t
DB00474,DB01353,1,DB09120$t
DB00599,DB01353,1,DB00650$h
DB00924,DB01353,1,DB01227$t
DB00230,DB01353,1,DB05381$t
DB00502,DB01353,1,DB01621$h
DB00363,DB01353,1,DB01607$t
DB00477,DB01353,1,DB01610$h
DB00420,DB01353,1,DB00182$h
DB01075,DB01353,1,DB01243$h
DB00656,DB01353,1,DB09008$t
DB00366,DB01353,1,DB01602$h
DB06204,DB01353,1,DB01199$t
DB01028,DB01353,1,DB05541$h
DB00557,DB01353,1,DB00882$h
DB06690,DB01353,1,DB00692$t
DB00450,DB01353,1,DB01511$t
DB00486,DB01353,1,DB00989$h
DB00892,DB01353,1,DB00520$t
DB00334,DB01353,1,DB01619$t
DB00402,DB01353,1,DB01116$t
DB01209,DB01353,1,DB01128$h
DB00933,DB01353,1,DB11793$t
DB01558,DB01353,1,DB01339$h
DB00295,DB01353,1,DB00607$h
DB00807,DB01353,1,DB00648$h
DB00318,DB01353,1,DB01429$h
DB00327,DB01353,1,DB00130$t
DB00850,DB01353,1,DB01136$h
DB06216,DB01353,1,DB01252$h
DB00708,DB01353,1,DB00479$h
DB00231,DB01353,1,DB01196$t
DB00721,DB01353,1,DB01088$h
DB01161,DB01353,1,DB05239$h
DB00750,DB01353,1,DB00863$h
DB01267,DB01353,1,DB00931$h
DB00899,DB01353,1,DB00485$t
DB00652,DB01353,1,DB11817$h
DB00875,DB01353,1,DB01133$t
DB01100,DB01353,1,DB00889$h
DB01227,DB01353,1,DB09215$h
DB01221,DB01353,1,DB06819$t
DB00623,DB01353,1,DB01254$h
DB00628,DB01353,1,DB00595$t
DB01192,DB01353,1,DB01413$h
DB01624,DB01353,1,DB01132$h
DB00996,DB01353,1,DB09295$t
DB00186,DB01353,1,DB00955$t
DB00298,DB01353,1,DB01603$t
DB00813,DB01353,1,DB00765$h
DB00645,DB01353,1,DB08801$h
DB00842,DB01353,1,DB08797$t
DB08815,DB01353,1,DB00337$t
DB00391,DB01353,1,DB01099$h
DB01623,DB01353,1,DB00613$h
DB01589,DB01353,1,DB01204$h
DB00281,DB01353,1,DB01607$h
DB00454,DB01353,1,DB08905$t
DB01002,DB01353,1,DB00621$h
DB00647,DB01353,1,DB00960$h
DB00497,DB01353,1,DB11609$h
DB01086,DB01353,1,DB09223$h
DB00228,DB01353,1,DB00330$h
DB00690,DB01353,1,DB00770$t
DB00829,DB01353,1,DB01408$h
DB01154,DB06716,1,DB01147$t
DB00564,DB06716,1,DB00217$t
DB01174,DB06716,1,DB00289$h
DB00849,DB06716,1,DB00856$h
DB01351,DB06716,1,DB06401$t
DB00474,DB06716,1,DB00621$h
DB01355,DB06716,1,DB06697$t
DB01437,DB06716,1,DB08974$h
DB00924,DB06716,1,DB08802$h
DB01236,DB06716,1,DB11989$t
DB01017,DB06716,1,DB04835$t
DB00176,DB06716,1,DB01149$t
DB00193,DB06716,1,DB00262$t
DB00230,DB06716,1,DB01466$h
DB00333,DB06716,1,DB00836$h
DB00246,DB06716,1,DB00187$h
DB01075,DB06716,1,DB08439$h
DB00656,DB06716,1,DB01619$t
DB00366,DB06716,1,DB04967$h
DB08883,DB06716,1,DB01243$h
DB00611,DB06716,1,DB00263$t
DB01028,DB06716,1,DB00975$h
DB00450,DB06716,1,DB11636$h
DB00734,DB06716,1,DB00966$h
DB01463,DB06716,1,DB00035$h
DB00892,DB06716,1,DB01030$h
DB00402,DB06716,1,DB01147$h
DB01209,DB06716,1,DB00399$t
DB00831,DB06716,1,DB00846$t
DB00404,DB06716,1,DB00788$t
DB00409,DB06716,1,DB00351$h
DB00408,DB06716,1,DB01204$h
DB01558,DB06716,1,DB00469$t
DB00801,DB06716,1,DB06148$h
DB00802,DB06716,1,DB00782$h
DB00327,DB06716,1,DB06742$t
DB00371,DB06716,1,DB09124$h
DB00850,DB06716,1,DB00618$h
DB06216,DB06716,1,DB06716$h
DB00897,DB06716,1,DB00163$h
DB04842,DB06716,1,DB09225$h
DB01215,DB06716,1,DB00649$h
DB00750,DB06716,1,DB00896$h
DB01224,DB06716,1,DB00450$t
DB01267,DB06716,1,DB01764$h
DB00899,DB06716,1,DB00585$t
DB06288,DB06716,1,DB00946$t
DB00875,DB06716,1,DB04840$h
DB01227,DB06716,1,DB01082$h
DB01567,DB06716,1,DB04552$t
DB01238,DB06716,1,DB00673$t
DB00679,DB06716,1,DB09135$h
DB01192,DB06716,1,DB00929$h
DB01198,DB06716,1,DB00557$h
DB00490,DB06716,1,DB00783$h
DB00907,DB06716,1,DB00899$t
DB00904,DB06716,1,DB04339$t
DB00189,DB06716,1,DB00374$h
DB00186,DB06716,1,DB00288$t
DB00298,DB06716,1,DB00943$t
