0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
DB06636,"[-2.240721793811092, 1.8867343471292635, -0.47574295417175]","[-2.6205449573867465, 2.296059440854654, -1.8915873312470965]","[-3.390814988819028, 1.6087971050607281, 0.3287797444356918]","[-4.311665335240378, 0.5853836870962914, 0.04378195500144709]","[-4.387504190313115, 0.09477301687219847, -1.1191786979044884]","[-5.107026975238307, 0.01994029807907122, 1.0953009699479823]","[-5.2095544842967225, -1.4356967138441872, 1.1647567705583417]","[-5.69658865263451, 0.8504807773420854, 2.1151102022748702]","[-6.981349799848974, 0.5849863583480551, 2.6445077939976938]","[-7.831347973816078, -0.5433207201564711, 2.1561066703634046]","[-8.206733771938254, -0.30970857722334844, 0.8093697517122849]","[-9.479153662816826, 0.1707049704726998, 0.48993235611955865]","[-9.629511327056996, 0.8744483588776969, -0.5439517210414705]","[-10.642322082661298, -0.04658236565122949, 1.4048862541377074]","[-11.733171292977493, -0.6732956008129055, 0.6800144044805484]","[-12.780125200382361, -0.9518549453924083, 1.6500360628659254]","[-7.50815557429241, 1.443236396948485, 3.614531450049879]","[-6.768515321097596, 2.5370226005834287, 4.0595369013616605]","[-5.506035714436389, 2.7697195587133163, 3.5174355133967405]","[-5.003584366011071, 1.9319230271635646, 2.5751960338512045]","[-1.3171281506772539, 0.7488277894819779, -0.45910287834811486]","[-0.38256265693698294, 0.5148746226491768, 0.4724462279227623]","[0.1490763659878885, -0.69981804075057, 0.24950750831555704]","[1.2004518297460975, -1.328461003817006, 1.034781307177242]","[2.6025208687391728, -1.2476687170831233, 0.3964959065585271]","[3.4998517747152595, -1.1038948074563864, 1.4536755008109363]","[2.7411913487666975, -0.0474316332646354, -0.5486108482400706]","[3.1687009070464147, 1.2238613452308145, -0.10052657950902649]","[3.4627838324174456, 1.4668860648890218, 1.211062538731361]","[3.236900574382341, 2.3023977720087934, -0.9848494266518085]","[2.8841322444954516, 2.13952079325592, -2.323434959834955]","[2.4522891274021643, 0.8952158503390311, -2.7829395891610837]","[2.093638843309735, 0.7366384802176289, -4.077003445713682]","[2.372101204289208, -0.18068101660393285, -1.8978508356632144]","[2.945243294572399, -2.604751035255488, -0.284480931206947]","[1.9129707346784701, -3.0929501550519642, -1.2916531982528023]","[4.342813458986064, -2.6985083497282227, -0.8442089048871693]","[5.294430838093123, -1.7598355281175653, -0.6789337886581872]","[6.5005285941225335, -2.1387565438889165, -1.190267540784591]","[6.539848298831203, -3.414462485142422, -1.7679615901473131]","[4.983451919942074, -4.048550491471195, -1.6155555612147365]","[7.688747956977149, -1.2755188510162048, -1.07680160819446]","[7.5853862189434444, -0.028365157672220167, -0.44228572778569514]","[8.715836935942649, 0.7784800289408526, -0.267815820184756]","[9.964243510441678, 0.34205340076283497, -0.7257505233803688]","[10.07533845011175, -0.886723441113197, -1.3747497539483295]","[8.943254088317637, -1.695478383580012, -1.5496782514468068]","[11.12684008731537, 1.1561281777535288, -0.5131596478579753]","[12.06388665083373, 1.815220871072751, -0.327669210784032]","[-0.446555202857906, -1.2571435166384608, -0.7914292840975782]","[-1.3657864838098706, -0.3696917892737697, -1.220071213683697]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB06414,"[-2.2101176574411716, -1.3248370028990437, 1.100617218465152]","[-3.3852363627850144, -0.4678378696222787, 0.7758237040933202]","[-4.6561638445147695, -1.03851288951761, 0.8891683995356691]","[-5.799384199586206, -0.27184961520763296, 0.6627969066505232]","[-5.678605207543209, 1.0796560228822352, 0.34044338787821854]","[-4.416088740537838, 1.6667735577961678, 0.22820406089942608]","[-4.325440485869399, 3.111498980990685, -0.1239764342681955]","[-3.2538506286933018, 0.8979078760343372, 0.421800104102994]","[-2.004406423823927, 1.5275845219380437, 0.28486604868658166]","[-0.8506712706096586, 0.9363107572396762, -0.24533389384544227]","[-0.8531286746646842, 0.25440064077280866, -1.478577985077533]","[-2.4138027125750203, 0.1687970289512387, -2.5974046714501373]","[0.3499657362955421, -0.3119458762697137, -1.919217389634866]","[0.41118511796500434, -1.0166222229102952, -3.1552283803821557]","[1.4760335680252343, -0.17825935275435667, -1.1737792059789753]","[1.4683158096175062, 0.5036121993787813, 0.001446672683984452]","[2.660588804067981, 0.6531528235402847, 0.7839306505913749]","[3.9687047495270136, 0.14511420139182402, 0.4856988352375226]","[4.23391710500399, -0.5990515098392116, -0.6743839577627008]","[5.522422581736816, -1.0772153301095955, -0.9293290653549154]","[6.555760839114698, -0.8148532278353694, -0.025897254093271763]","[6.2993019716328345, -0.07463518810106394, 1.1314748833528478]","[5.009787507071361, 0.4028303719692277, 1.384783559002498]","[7.879445486928627, -1.3052637026494505, -0.28640789273627815]","[8.94663856421568, -1.7006502752019383, -0.49644905984181426]","[0.3114604831402868, 1.0550469717721955, 0.4484078706123738]","[-7.099266310938172, -0.8695869162919672, 0.7772742825924347]","[-8.147365804759676, -1.351564975447427, 0.8695407181237783]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00448,"[1.5106583149950428, 1.487215300503895, 0.3347457066363753]","[1.8602745545201742, 0.06864758835082095, 0.01487715930633788]","[3.1809831350990323, -0.3794697956271022, 0.17506810476499188]","[4.162343818686954, 0.5069736174985531, 0.6387981170302532]","[5.540541180338574, 0.16185460411410163, 0.7431216919827814]","[6.281525442858633, 0.5020368034000372, -0.5415415949478181]","[5.767505953580809, -0.227087625207848, -1.5975096530280835]","[7.619115997035469, 0.19338903543668606, -0.38728952604399886]","[6.155382362698383, 1.852308011200279, -0.810298117907371]","[3.493796483976355, -1.7128186304442206, -0.12414029124616821]","[2.4943654166164064, -2.5717498390353524, -0.5779313592680203]","[1.2231571861110304, -2.1176163451855103, -0.7288695078616655]","[0.8821354082654175, -0.830124907768962, -0.45190816480725854]","[-0.5417006255392988, -0.41075793411665246, -0.6195411022580734]","[-1.4660588698953252, -0.7396016927021473, 0.8925721693110522]","[-1.663944713268412, -2.2493732206604813, 0.9010035845012161]","[-3.0846585901895685, -0.10467281119961434, 0.5493601618769661]","[-3.8194458220982814, -0.5069942213715087, -0.5204891307881521]","[-4.939305561108799, 0.21646458102533178, -0.38573128398077466]","[-6.05912561881135, 0.21144070281650618, -1.2135769127651657]","[-7.12319873646305, 1.0648872480705545, -0.8667341595597391]","[-7.039830939489086, 1.8867401637906092, 0.27973190491669453]","[-5.891385202837903, 1.8649914801004337, 1.0930852326314613]","[-4.858918956586814, 1.008489822750326, 0.7191463940036785]","[-3.684211618493996, 0.8248280642613465, 1.3374218622664207]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00301,"[2.773620516437713, 0.6088146834360756, 1.55305794412418]","[2.711341783854112, -1.08451565158284, 2.261303884482052]","[3.699497027854313, -1.8179006200900685, 0.8806931797058712]","[2.7511467757971304, -2.585537582959295, -0.01904579289737778]","[4.709197078414666, -2.808975230928205, 1.4435874408369165]","[4.332676408810695, -0.6800705962530315, 0.049561322032019545]","[3.4990050420640637, 0.4584517451245777, 0.32891481204602363]","[2.355583073901502, 1.0636998684231458, -0.3863474168858809]","[2.1043210489267876, 1.3430871309915182, -1.5875212777654109]","[1.5895938649352739, 1.120559466434525, 0.8974165722074462]","[0.4921128432244536, 0.1588762476182927, 0.8667375957402187]","[-0.7557790090580683, 0.436577966264661, 0.22742195141984647]","[-0.9366988322264721, 1.549292348885256, -0.3366040230164312]","[-1.8266791695814155, -0.5811408800645039, 0.21750817480454182]","[-1.751307124440345, -1.9036187491207146, 0.6175455735365876]","[-0.5810591049831811, -2.6029326030749274, 1.2164134854350483]","[-2.900892465722179, -2.4867608897824716, 0.3729526263986078]","[-3.7475073052229124, -1.655149925016791, -0.16164045662425158]","[-3.12282537699274, -0.4656669531344585, -0.26589701692055523]","[-3.767103910669705, 0.7353438347489415, -0.8280085075934122]","[-4.193084873526747, 0.726342025859067, -2.1681050001984157]","[-3.9986103286888355, -0.36622647647057055, -2.948745447534412]","[-4.806386380966112, 1.8544918775921022, -2.7188069162843993]","[-5.0135615078998494, 2.992516371757772, -1.9381730041852017]","[-4.612424778548265, 3.0039798025484403, -0.6013554721678617]","[-3.994037456721882, 1.8835253726265346, -0.03875109354642555]","[-3.568487392024877, 1.9421252509199634, 1.66659898775946]","[5.7540698952744265, -0.3575136471566878, 0.4149434327693593]","[6.766215808485866, -0.5865746763700584, -0.5067558292505929]","[6.03806384925573, 0.10490048876912714, 1.5521395676196306]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00957,"[-0.7266648462252739, -1.1160369378586585, 0.46070374455635194]","[-1.447727776132269, -2.364356003295266, 0.910580640105668]","[-2.7719022335454873, -1.840018504134476, 1.469511023184656]","[-2.901629833456141, -0.35869684529604184, 1.0790779528453498]","[-4.2244606336469515, -0.12926828582275385, 0.5764348000604004]","[-4.725723279725518, 1.1163237089902043, 0.17508405837235658]","[-6.1105035545785915, 1.2057603073485288, -0.3550732432886927]","[-4.026430482180883, 2.160656161684082, 0.25768885785815976]","[-2.6804998367613577, 0.4340102310258552, 2.308647593929217]","[-2.5008020971030374, 1.0802819399732604, 3.3109472992387587]","[-1.7978418681842443, -0.13866958680940628, 0.006033325736750053]","[-2.3123969983645227, -0.41164598093146104, -1.4380656115942632]","[-2.9018226636104782, -1.7944553727064236, -1.6804994709945267]","[-1.1416949063080601, 1.2529785412616485, -0.0006371720619775554]","[0.0762742617915835, 1.2762281959060353, -0.944977696898531]","[1.0979394929402784, 0.1808313201319136, -0.5850510917142266]","[2.2704083997038054, 0.15000951277902644, -1.5728531371637748]","[2.9756562535063718, 1.50678088892795, -1.747198568556539]","[3.975773205504886, 1.7864813421275212, -0.6301221951281721]","[4.928401026373702, 0.6346568628158293, -0.4951337594064955]","[4.422596880821429, -0.7336966527931916, -0.6607023024123728]","[3.2106580360121857, -0.9644094368847459, -1.172807396247551]","[2.622973639719536, -2.3315484685728274, -1.0758069682917863]","[1.445801717173049, -2.2845190504307973, -0.09878317548733728]","[0.4291822918619646, -1.216654605465711, -0.5270664430057895]","[6.155075245239558, 0.8190911032074202, -0.12318307288893944]","[6.659360559174873, 2.079885614822788, 0.10214483094968335]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00736,"[3.4141835161214713, 4.018033211825758, -0.34383592261623]","[4.120185892887204, 2.8730910522694533, -0.80204133163195]","[3.647098305290151, 1.5711083200807794, -0.6180264515397349]","[2.423986083867151, 1.3178293232183316, 0.04459739338494885]","[2.0278393307264695, -0.008824559563409691, 0.18434926692455025]","[2.7743335666395637, -1.041339812250975, -0.2930428233471825]","[2.170250209859879, -2.2096819285216847, -0.03533859521442109]","[1.041606929989506, -1.8155849373856163, 0.6088745544599888]","[0.9152029264547552, -0.4719584448761282, 0.7686778191941434]","[-0.17693565811331466, -2.9706592090001727, 1.1887106506091636]","[-0.6701695940216186, -2.367105075112277, 2.4968582174466905]","[-1.5865191207584426, -2.8661834973415683, 0.053937464833418367]","[-1.9589087944989916, -1.449041221685103, -0.2537570405695121]","[-1.3638228507725147, -0.8365084026929684, -1.3093638735452064]","[-1.6266624193941288, 0.4542274358544001, -1.6310162023709533]","[-2.5286422339128958, 1.2047611022844424, -0.877675176567715]","[-2.751656147757726, 2.6154135313297315, -1.3020404796463507]","[-3.1786481619117213, 0.6011185386093891, 0.2299442529523298]","[-4.109187330080355, 1.2636923672999987, 1.053413358463055]","[-4.529956510212818, 2.6126931873762986, 0.9131822282369336]","[-2.88471963215683, -0.7413569399156893, 0.5341499015312081]","[-3.569420617757545, -1.408280657987737, 1.6857024052572183]","[3.9835272602822474, -0.837352459880245, -0.9508948641189433]","[4.417035049231091, 0.4919090760647159, -1.1099748123969269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00763,"[1.2208190876982496, 1.759145043690503, 0.28278527048538127]","[0.2026173849692484, 0.737696385071549, 0.10030318375520218]","[-1.1211674291401936, 0.9503050199426899, 0.04758038920807379]","[-1.7296469227040427, -0.28155894611200377, -0.13587515215878002]","[-0.7844770502102545, -1.2461022412560303, -0.1955592884765142]","[0.37726291646025795, -0.5859371568548408, -0.047891155272090515]","[1.834592012926748, -1.3335481044818642, -0.05134324754126299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01129,"[9.12229553025411, -0.5852375740348934, 1.6677862404197537]","[7.778478186061098, -0.28181006622539917, 1.8807055731620619]","[7.093402192622105, -1.0407684321914883, 0.931080713400639]","[5.605477026217714, -0.7546033402752218, 1.0122196615313477]","[5.312006168494196, 0.6464753583322859, 0.5028256787112482]","[3.914225940787458, 0.907894746194619, 0.5659537909873887]","[2.9944880909548264, 0.4116866141157087, -0.36864401937321073]","[1.6251535792095575, 0.6722615858603028, -0.2012981908039799]","[1.156592846841312, 1.471268512718071, 0.97298328919844]","[0.7105811057498032, 0.17432022804394495, -1.1489849606730764]","[-0.7587867629332126, 0.40096257620533765, -1.0045071445535048]","[-1.5075578291743068, -0.9583908744479308, -0.08766752502739196]","[-1.5426807333872687, -2.1154528031526962, -1.076918904938037]","[-3.2081195951176027, -0.4836333573177749, 0.06558940716931062]","[-3.9866571581660364, -0.18545574165450934, -1.007407349628026]","[-5.160876280608414, 0.11155641192644088, -0.43414201727447066]","[-6.341816886562811, 0.4946902146556675, -1.0649665957947314]","[-7.45605144538441, 0.7576641391003713, -0.24627830161357903]","[-7.360567562108417, 0.6324511368467709, 1.1579951018081682]","[-6.149700209336723, 0.242765615057476, 1.7603996301633202]","[-5.068812271148342, -0.009120506833822959, 0.9191815527838743]","[-3.831788930557521, -0.388387821820813, 1.2682714706349363]","[1.1603685443944787, -0.5562156677461316, -2.2047483053778496]","[2.480811443115789, -0.8182149700192711, -2.3857452183437]","[3.419535009783935, -0.33911447239377324, -1.4736835765692158]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08873,"[0.8111026771751016, -3.9792984183665014, -1.5951049960578283]","[-0.6140857807107973, -3.552751912009606, -1.2545870390692175]","[-0.5096168102436203, -2.3965177141066447, -0.3875309279615504]","[0.8678286954399038, -2.034125712184788, -0.09264366433464352]","[1.1780707981865188, -0.648587623394097, -0.5633450193260122]","[0.7268685448010241, -0.23737313561655599, -1.6667940040834672]","[2.053027009667153, 0.1715914578986475, 0.21890403302513417]","[2.5269158577425808, 1.4984930639183995, -0.17065394979498608]","[1.381412737960333, 2.5005536678981257, -0.2579309235953858]","[1.1697834336754798, 3.1717403374188518, 1.090457631270779]","[0.064248242869149, 4.201754806409169, 0.9863811685596008]","[-0.8123399598793924, 3.35807862113454, 1.8893928991191744]","[0.2875526721795327, 2.3205606520815127, 1.9822133261651405]","[3.346208794653759, 1.4432501809586809, -1.4283868164550362]","[2.7913159290454224, 1.5597312533151033, -2.554842473031531]","[4.79554802597584, 1.2144630909809622, -1.353309154635864]","[5.570756822866422, 1.1388560841666016, -2.5452625077138853]","[5.362617635565068, 1.0836126982662055, -0.23642379052187137]","[1.7528966428507582, -3.024386110747466, -0.8486545422927149]","[1.622318120660803, -4.476398694968054, -0.4025756525114343]","[2.80518267377702, -5.341370903988054, -0.7818577392275657]","[0.9083495982376183, -4.791371755099422, 0.9105598374008368]","[-1.6497016329319059, -1.8679754240784106, 0.3079981136859498]","[-2.79695657896206, -2.3376797037348105, 0.07399964507034779]","[-1.4929963210652726, -0.7737379589842024, 1.3370262153702688]","[-2.5364840551948085, 0.237783475756819, 1.1710003288680775]","[-2.609590024492485, 1.1150785890515589, 0.04587131007144478]","[-1.7427101952468491, 1.0535141206561758, -0.8668929305578492]","[-3.676043199298559, 2.0678244379927158, -0.02910242779177779]","[-3.878938080638129, 3.0103595510698473, -1.1266519974673848]","[-2.6821234879354474, 3.9338562832626534, -1.2620350132886216]","[-5.105580786149271, 3.8473794496125264, -0.8329959250900104]","[-4.09998618300591, 2.264448171377902, -2.4299076348616246]","[-1.4679528769969845, -1.3032191969598361, 2.7876443797460366]","[-2.7777647562435517, -1.9818577235238057, 3.157777251843073]","[-1.2357218361241913, -0.1527692154864915, 3.7498097545932723]","[-0.3334123482105184, -2.2935087899769875, 2.9784532348804484]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00255,"[0.00902935545772713, -0.9818635173205487, -2.7588952541635043]","[0.09354021569672959, 0.3373848340821684, -2.011068539267611]","[-0.41858467753047235, 0.1889160985027703, -0.6049075023164392]","[0.43939349661715027, 0.014585230514967476, 0.4375193618877619]","[-0.07465564447835064, -0.1597848318479612, 1.838260727932549]","[-0.27589415191586913, -1.6322671319196136, 2.14219051611808]","[1.9139305307444234, -0.050937235186967786, 0.26975085993020254]","[2.742818426701242, 0.6443113927092495, 1.163701522013392]","[4.133798329210687, 0.5654952990420622, 1.0504675450464114]","[4.709505308410995, -0.21859954124003875, 0.04786699080333242]","[6.090609615715907, -0.29486635594629607, -0.06667007936625667]","[3.8947961226655554, -0.9289186031502377, -0.8369898106780304]","[2.5041188484149846, -0.8496549192760867, -0.7226960781181304]","[-1.8896467932404812, 0.30452383033543706, -0.414969831044904]","[-2.427925485401743, 1.1200497171717394, 0.5944770864455632]","[-3.811737213558085, 1.2499367919479356, 0.741218861112504]","[-4.672230579667334, 0.5739152946726402, -0.1268458774455772]","[-6.046571890680809, 0.7005037740395372, 0.019940064585512667]","[-4.149167734179831, -0.2266206917921416, -1.1450107037534059]","[-2.7651260789822873, -0.3561094353384566, -1.2908216870190876]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB08933,"[-6.76697022652862, 0.06270828526313733, -1.260741885090077]","[-5.070641139386443, -0.1365985679105406, -0.8797747359169948]","[-4.610236170743261, -1.3473582296559783, -0.35706060611929985]","[-3.2561836556252093, -1.5145437040635774, -0.049989601108629794]","[-2.7276542558993326, -3.057794871473805, 0.603150168012736]","[-2.3520251103112364, -0.45783523752838995, -0.2672562418266509]","[-2.8240633654822354, 0.7545736094180125, -0.7949348725839697]","[-4.177809891978585, 0.9142514561253451, -1.0992031018138357]","[-0.8960048198859112, -0.6230306461265267, 0.05160361597587741]","[-0.4392698587370157, 0.379731086426095, 1.1232050926900132]","[0.573191756200259, 1.6967707890893327, 0.3840226626093576]","[1.3320112385908192, 0.4219896705187835, -0.590721401626082]","[0.11861422227621302, -0.5384070279100885, -1.47125108076257]","[2.632696118999293, 0.06381958202037165, -0.5138826236260826]","[3.1173703707242626, -1.019627803124565, -1.340959054546412]","[3.5061722186832487, -1.8863048277135395, -2.0020475652507232]","[3.5835932282951597, 0.7570389094823639, 0.32004589772909287]","[4.902077168929914, 0.868855860729993, 0.07552363399342056]","[5.471471915143425, 1.5313752227510673, 1.1440455997597168]","[4.511155261710391, 1.8111319262751806, 2.0480107007614916]","[3.3725049950254005, 1.3192545174065695, 1.5248398471204794]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB04868,"[-9.630653837342797, -4.116116881453638, -2.4807387668883325]","[-8.24011046493015, -3.592077331835687, -2.46692424583044]","[-7.566578334854652, -3.1600638261629803, -1.3477017741814639]","[-6.349673177492304, -2.7712780875364116, -1.7713079892767951]","[-6.310217516370276, -2.9727997112578373, -3.105476967671265]","[-7.4696032209019485, -3.4839364519412683, -3.5660432268476354]","[-5.294979552462861, -2.232636107465548, -0.9595510117771548]","[-5.447593889272514, -2.133909884632738, 0.4315532255432036]","[-4.420727851797233, -1.6109634803674322, 1.2293865549827399]","[-3.242695547640098, -1.1594390270842856, 0.6204916718606417]","[-3.0715032688907504, -1.2576096619395747, -0.7681785193740077]","[-1.8885214713092047, -0.7780015014835966, -1.421496477885101]","[-0.7037857343701457, -0.2758779257601432, -0.7874556823648737]","[-0.5489815812202732, -0.3848027487921049, 0.45909229496704795]","[0.3425973908576472, 0.36756211941823386, -1.6015698057335466]","[1.5378457063533169, 0.7973449804615721, -1.00930846005972]","[2.538537044368403, 1.4208801531780746, -1.7701557119591322]","[3.7533717486707645, 1.8879977152555052, -1.161585612302042]","[4.238659280108887, 1.566721620977028, 0.14799021152602262]","[3.6349812366216954, 0.6124321050907293, 0.9079592018624104]","[4.116067801033456, 0.28726852607882475, 2.1345988643906035]","[5.246658256030021, 0.9312559847135314, 2.631171818085168]","[5.866222337895904, 1.9079758175639527, 1.8420924163792607]","[5.34631458116788, 2.199261712961712, 0.6178378579761412]","[7.069629925239082, 2.6199373342967975, 2.3220199817753873]","[7.6439648885111255, 2.320513595615514, 3.5669591672959773]","[8.757103046725371, 2.9805277787268403, 3.990190308411414]","[9.346145761692137, 3.9423933744089013, 3.2309566984625473]","[8.81070294724299, 4.276303275889814, 1.9857098120395333]","[7.670194194571475, 3.610241827955, 1.5337705546156057]","[2.3206970869511285, 1.6316431182769076, -3.1444824312781425]","[3.3429811826198472, 2.3069553796736666, -3.992294714240358]","[1.1326147035261191, 1.1967694637991984, -3.740399622304697]","[0.1493384856622106, 0.56696153160093, -2.9738212717081214]","[-4.101189957109813, -1.7897347784166253, -1.5479397448927756]","[-4.602457676699618, -1.4653396646486403, 2.711896914301728]","[-3.4264099322074317, -1.7837521726575927, 3.3660907683652526]","[-4.94560279857938, -0.15777606407615333, 3.0060871879293565]","[-5.6033417924121025, -2.3048321084370462, 3.169146633028981]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
