0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
DB00718,"[6.939422670487226, 3.6774256365517743, -2.957765941291845]","[5.671070944908292, 4.4581544518476734, -2.6600699380074055]","[5.358962392253211, 5.331883115849443, -3.862547927731277]","[5.915961199116611, 5.3490433982798375, -1.45805016784959]","[4.529377292411314, 3.5238797602076986, -2.364585938698517]","[3.339681431480492, 3.899673151236795, -2.555095498875948]","[4.787211652242197, 2.2671594715512104, -1.8057902395686707]","[3.749678177539485, 1.3692908286212935, -1.4357601605295287]","[3.0885227798564667, 1.8488802035316652, -0.3024416069235886]","[1.4720574294819577, 1.3723449741592244, -0.4880712171181342]","[0.8638757724650006, 2.1145298218775515, -1.660423959839706]","[0.5735449171787599, 1.8148514805101903, 1.0299863000578011]","[-0.7999980165425828, 1.7259026088410003, 0.8018583504708249]","[-1.3535189657530384, 1.452955228233389, 2.0536673141887234]","[-2.870374413679309, 1.4390487624385908, 1.949607695565244]","[-3.318650703697785, 0.2770522931300008, 1.1977799054072666]","[-3.336726909398164, 0.12284472888385153, -0.15035105251870845]","[-3.797244493677757, -1.1040194277386146, -0.5279972054598941]","[-4.063795770317274, -1.7069579379880198, 0.6459074660715494]","[-4.573978265155872, -2.972652879891171, 0.8953848109272652]","[-4.891618083688725, -3.8667389832919015, -0.1631493632947123]","[-4.762761913745121, -3.3380444388971244, 2.1981276021733436]","[-4.459351192389738, -2.4820483707660848, 3.228343209354532]","[-3.9570815883097312, -1.2351480953382792, 2.9720911590165415]","[-3.7737996366271553, -0.883419319403903, 1.6759633427049287]","[1.401863290979598, -0.30559613428227844, -0.751728476600238]","[0.0531639358142532, -0.6100149846142316, -0.9533664259931792]","[-0.39298796483244314, -1.5087136123907716, 0.05366708302481327]","[0.03432719187450936, -2.840067549794435, 0.1121499713503499]","[0.7646256380893355, -3.3103009866888873, -0.805608719542262]","[-0.42791021390284595, -3.7341727766948574, 1.2304128984382112]","[-0.960924955365791, -2.916576730202651, 2.3961333987715143]","[0.726690239375439, -4.584472825441871, 1.7355404370170466]","[-1.5293138684716696, -4.645974862324071, 0.7261828953010191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00775,"[6.394542857679678, 3.212038815128085, -1.90154193619035]","[7.217887322993865, 2.195769443321261, -1.132853427001925]","[6.674681585555083, 2.0288128671179946, 0.2776382971977933]","[5.369455839444888, 1.245121269990186, 0.28162231403892135]","[5.669032690130556, -0.5077391403075089, 0.11731455764096604]","[6.256305078397255, -0.7910992708515923, -1.2363396996457263]","[6.632925598808706, -0.961403956509174, 1.1786411768351657]","[4.177265872089457, -1.3749880806000274, 0.27309516772833065]","[3.6933650125146156, -1.2099740871380995, 1.6390325531429708]","[2.655185150655514, -0.0859209475096456, 1.7388039710452257]","[1.4708011572791588, -0.28656929567341005, 0.8465108675376423]","[0.31531070497016683, -0.8979363764627415, 1.343857597838847]","[-0.7890459706468569, -1.0907416731155237, 0.5094795061019679]","[-0.7461679181636324, -0.6713328719208457, -0.8304460974450613]","[-1.8337810945040578, -0.8513575735581392, -1.6919873832776775]","[-3.0756358992320147, -1.4130268269904573, -1.2765215987849015]","[-3.8846679188732454, -0.39913793799643943, -0.4839164194284136]","[-4.343839624334676, 0.7292366670230443, -1.3910933483864791]","[-5.144236361219854, 1.7529037591576608, -0.600749146832028]","[-6.526660803182009, 1.2240523321955472, -0.2498249451887442]","[-7.424847821897668, 1.1880398772011531, -1.4875540141647696]","[-8.859174771416049, 0.7503739104956726, -1.1423879771080745]","[-9.109780406865806, 0.7058865710276809, 0.3024263460219689]","[-8.673192442093974, 1.965873397353313, 0.8996695662855332]","[-7.145429898073396, 2.0908088261268754, 0.8500699763142159]","[0.4122336629617265, -0.06051125824514516, -1.3219459813352592]","[1.5169387052301493, 0.13269552255791245, -0.48757297468551397]","[3.1793728674792407, -2.5046476459067195, 2.185303674365514]","[3.4171500920816404, -2.8301222474754715, 3.5135475046339795]","[2.5040067322320065, -3.285104068436167, 1.4629588195988499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00697,"[-0.36195860187677786, -3.3725528413218515, -1.127812745599085]","[-1.1033911157569058, -1.8367495554730489, -0.7101129704600069]","[-0.37089178272512896, -0.8399338769143126, -0.035920072355179]","[0.9900333736233519, -1.0986643683952313, 0.3415964326312037]","[2.067512495018129, -0.16092144852157125, 0.25394144413797926]","[2.0011783694097907, 0.9195660919853464, -0.44105712561653915]","[3.2757192482207227, 1.6155068615281278, -0.3697145732336455]","[4.16850397374761, 0.72049527208383, 0.4929838674393406]","[3.3240819831596595, -0.40445901646526067, 0.8512496527189767]","[-1.0228858474185336, 0.3620772653839807, 0.29965419917911357]","[-0.44008751648274547, 1.3573980214836292, 1.0162537767915223]","[-1.6839114441284575, 2.4440535564341177, 1.0890573774272476]","[-2.948124032140679, 1.7478562559573898, 0.28253032078931256]","[-2.3793948528855937, 0.572274142745169, -0.08249652075343634]","[-3.0791001052550717, -0.4113151160480385, -0.7759618932910514]","[-2.4372841445094147, -1.6146312444622646, -1.084191169805663]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00853,"[-3.5688158933575305, -1.1269333304734956, 1.1081450787984597]","[-2.2177408882233003, -0.7485286213544061, 0.7259295685268852]","[-1.184659647486165, -1.4559246410895468, 1.2072411940024703]","[0.07963416157454037, -1.1542417300937085, 0.890391218651415]","[0.29884968389040817, -0.10783768501947248, 0.06408199298816934]","[1.4804161236489972, 0.405011064891513, -0.41108672131281504]","[1.1881563413992782, 1.46054259038118, -1.2109345058882777]","[-0.16788388249963282, 1.5604593092817283, -1.1998025908004024]","[-0.7096665246136885, 0.6036728891759743, -0.4220396238747095]","[-1.9910273370484466, 0.3097459666054027, -0.11016180091801028]","[-2.943146943487977, 0.9931387931444535, -0.5782471202063086]","[2.8434685115919622, -0.06877590930015999, -0.1326655412575162]","[3.0628334344560186, -1.1871657129015771, 0.7208069117816684]","[3.8295828601554063, 0.5168370167520933, -0.6516580604910208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01413,"[2.6344774992627564, 2.33324294248138, -3.1078363799233832]","[2.6975728184198964, 1.8952273466120748, -1.7633954820306974]","[3.7970587114486376, 1.1977477636556522, -1.3168411926049721]","[3.919375079283337, 0.7604835775688669, -0.09720302489162799]","[2.8427103480671057, 0.965939801299258, 0.9084911038500424]","[3.121170833534716, 0.9778790742752412, 2.138378704227804]","[1.4858748346879924, 1.143427297388659, 0.4924498892929418]","[0.3875124677546006, 1.3144646858829592, 1.4377846320179304]","[-0.08265034785024732, -0.026989667912903543, 1.913999698227695]","[0.4148329876081231, -0.9435848593445211, 2.6186827153154377]","[-1.3397430951592473, 0.15002444717401017, 1.153931212466925]","[-0.897177883996921, 1.471058322428951, 0.7901420717883499]","[-0.9351700024810234, 1.5786464178686954, -1.0350921897092802]","[-2.714917958247524, 1.1386808855954291, -1.0613393787112346]","[-3.005426241669314, -0.23789715050476665, -0.502450848950937]","[-4.064112879032068, -1.0501754502150018, -1.2107750303274014]","[-5.443205251513827, -0.6803288379948537, -0.859857482997102]","[-5.67970221167376, -0.7613928276343052, 0.5755811399883]","[-5.772480993084318, 0.6608984159831741, -1.3388411865697696]","[-7.024923598507025, 0.566738845902674, -2.18167939592013]","[-7.078299727471974, -0.8716514045261551, -2.6123914874396084]","[-6.345103821463783, -1.6168647950996204, -1.519616653830115]","[-2.364865969744154, -0.6830177394164556, 0.6070027075307318]","[-2.5999944976595364, -2.0144887569249326, 1.2185368855367429]","[-2.1604074302055682, -2.2638933222407016, 2.512066225712706]","[-3.1813280081205524, -2.936278867937922, 0.5872731740626616]","[5.171975333935467, 0.05465102715352878, 0.25877217278816567]","[5.364634437264851, -0.6181485456112705, 1.471837013058919]","[6.911685346845828, -1.2867022216341268, 1.4296907292349932]","[7.249309291855846, -0.703477965574018, -0.10043362584463107]","[8.470759031656039, -0.919070789547359, -0.7962829773955736]","[6.220560896275241, -0.001881222812426546, -0.610583738061029]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00440,"[-1.4398448098056844, 4.077298972602066, 0.969660217703111]","[-2.2555811361149827, 2.9224019222482274, 0.8252195099688329]","[-1.8160471663066768, 1.7577607787291303, 0.18525913169963826]","[-0.5242759725833203, 1.677071801827349, -0.3546458547175818]","[-0.09451048886317236, 0.5153074444780323, -0.9924335636304555]","[1.2896884172319072, 0.43185167185798873, -1.5429109322816672]","[2.242651930543554, -0.08022607959421309, -0.5094752783517231]","[2.847117532122839, 0.8089916078449197, 0.38001561598850386]","[3.6972787670750753, 0.3464335850389091, 1.3328252614754068]","[3.9698950303790843, -0.9802604144287572, 1.4383850768185806]","[4.863042740169148, -1.4440725718152987, 2.4432522731845268]","[3.389378642354547, -1.8647690501427379, 0.5857770840316805]","[2.5327248710216583, -1.4457839245493205, -0.38218871770237295]","[1.942924499721359, -2.4014462319988987, -1.258887948790677]","[-0.9520082473227811, -0.5793304726604543, -1.0867319158252675]","[-2.2502347076724605, -0.5261069298352569, -0.5548046595373294]","[-3.0956849571089533, -1.6365970485449972, -0.6615421840560212]","[-2.7061548021813513, -2.84969393056161, -1.2922418847011097]","[-2.6893925967123042, 0.6597115348766542, 0.08939070730200303]","[-3.969999354669718, 0.8045375593462255, 0.6495862745999276]","[-4.980968191277812, -0.1930802247177762, 0.6438596681232825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00181,"[-0.9000577468601706, 2.784701229248571, -1.3185387922242382]","[-1.1932892394137726, 1.5122992573717948, -1.9604497524251114]","[-1.1836216532292985, 0.3642294876029472, -0.952672834173994]","[-2.2251641015180703, 0.5657820099531631, 0.14634373021133984]","[-2.5320037075814867, -0.7229692355782609, 0.8298945094209704]","[-1.8234709571921721, -1.0929851672109105, 1.965156322467074]","[-3.4109529614977676, -1.4912341164980947, 0.36030759970426063]","[0.19232699140268422, 0.08979353748105211, -0.41573748454384446]","[0.7926387475120874, 0.9384114605425072, 0.5278341309587781]","[2.076482393186784, 0.6614977998337641, 1.0059089687585887]","[2.766981274748818, -0.4619356474310775, 0.5426796906727158]","[4.3743419870071225, -0.8090145307481359, 1.1415315933105488]","[2.174955059444952, -1.3074727923468492, -0.3998668025621961]","[0.8908339139904332, -1.031103292220868, -0.8784659943373371]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00519,"[-2.9144062507116177, 0.8407879132840186, -1.1989334260187534]","[-2.8038146125322854, 2.2404602669872724, -0.6400090239805727]","[-2.238134367677737, 2.0098025086486846, 0.7646030906230606]","[-1.628152129954467, 0.6809944243711452, 0.7397466503212512]","[-0.6402708717706209, 0.2712444315280159, 1.699061003229006]","[-0.33341824398655334, 1.0398232898742206, 2.651414088772078]","[0.04978005270076423, -1.0506402423343304, 1.5659964393442087]","[-0.015823134066372698, -1.8301151907260802, 2.8684409552605987]","[1.4347271541509155, -0.8535569745645993, 1.169095144386943]","[1.7556868650338506, -1.8829781450787613, 0.1887771319370191]","[1.5426866198195217, -1.3877137111540276, -1.2449885333487665]","[2.440160229553347, -0.20994161177363208, -1.6136712165076215]","[1.7130248128098091, 1.0839182207770897, -1.4746007041105955]","[1.8985118080611285, 1.8745273260606683, -0.3350134288477723]","[1.2246240742600745, 3.092963985024026, -0.2100983942279396]","[0.3672152784554759, 3.5246874253850873, -1.2264390282547832]","[0.1809736902881781, 2.736690442508638, -2.366336160829694]","[0.8523655135021103, 1.5167039502591073, -2.4901375805274957]","[3.1372508532465417, -2.4147551603167967, 0.403297517286072]","[4.0958500470950225, -1.6242393804623383, 0.6251083156940181]","[3.3538154448555293, -3.791994610439573, 0.32017671511726564]","[4.633314395315178, -4.376936749212698, 0.5278873821123803]","[4.956494848302023, -4.417631712870977, 2.0097973700677914]","[-1.7776670834293666, 0.08546800727977587, -0.5759565452372529]","[-2.1407371544993845, -1.3988293851376143, -0.5970603100619405]","[-2.7541756484846505, -1.8048361177564083, -1.9609836291477885]","[-2.4913586998162534, -0.7793778429652716, -3.091462383132413]","[-2.882089382833755, 0.670068075935938, -2.712578881315949]","[-3.3316139646339145, 2.062566384859295, 1.7827313289046403]","[-4.324344564157673, 1.0899068833528482, 1.8042775663232686]","[-3.360475578894021, 3.0029332986575556, 2.6178585461693973]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01195,"[4.238479320919938, 2.577917897813449, -1.4995960270728919]","[4.794488694892218, 3.4227914973755027, -0.5572825038500647]","[6.132841165074409, 3.6049936375662908, -0.8468148507819631]","[4.1506694046414525, 4.645547797254432, -0.598860778674357]","[4.66352759552622, 2.8193936161741533, 0.8334801019040059]","[3.293466125016868, 2.656303898300096, 1.1880584438245885]","[2.567941507136637, 1.4904640083475826, 0.9221067808050564]","[1.206968304914239, 1.4563356443474915, 1.2310074538148716]","[0.4315125471643904, 0.31080477702007825, 0.9899589635775825]","[-1.0088677698706734, 0.3487377638260351, 1.3439951909157564]","[-1.523395816620936, 1.4292881049020105, 1.7445554932972298]","[-1.82047605491595, -0.8264802545165533, 1.2556208839722638]","[-3.2560201538914932, -0.8155627547309149, 1.496216749134426]","[-4.005437810163028, -0.5303361504646007, 0.2055392686010607]","[-5.492517996969269, -0.8533155142526153, 0.3950482091929525]","[-6.397885825640268, 0.0917985576174341, -0.39999546997993884]","[-5.759544257048582, 0.46368359427306627, -1.736165944764358]","[-4.345941336223308, 1.044304346650371, -1.5532337915393746]","[-3.827261450558481, 0.8653930698133125, -0.19265615574965597]","[1.0487728682469586, -0.8268055420704773, 0.41692218001430115]","[0.3004832388421589, -1.9787129528448246, 0.1488299962061766]","[0.8581106097720086, -3.150452526698174, -0.43398877764799026]","[-0.2163666232641878, -4.2095854842060945, -0.6007421571172431]","[-0.747329028949338, -4.536608925903887, 0.633241016390469]","[0.3415496262696515, -5.337829443031353, -1.170007628206268]","[-1.2204629869491774, -3.732945045183852, -1.4231436926035719]","[2.419531041389989, -0.7874610284757593, 0.11251486522978654]","[3.17316506119659, 0.3583374111174664, 0.36348168737131537]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00250,"[-4.800591965534424, 1.892638848656186, -0.7908539383690052]","[-3.662197717491799, 1.0575517791389102, -0.6200875896190953]","[-3.2586692267332222, 0.6799044746772713, 0.6642040698074577]","[-2.139560523327685, -0.14109150074485027, 0.8320899221494459]","[-1.423625032498345, -0.5884274009956555, -0.2841908408248535]","[-1.8264825406971497, -0.20519943745277328, -1.5685520638961885]","[-2.945589854590688, 0.6158014656146256, -1.7364134982272494]","[-0.00847693512737665, -1.602634138464773, -0.07271833839360253]","[0.13975585392013898, -2.521145339277402, -1.2537289274505874]","[-0.1660251168665451, -2.444365091668372, 1.1630445583792837]","[1.417380850176923, -0.5922674892007402, 0.07583140952292602]","[2.134707758008766, -0.2186437511055859, -1.066358769768888]","[3.2624847232179457, 0.5993248870840278, -0.9494491669543669]","[3.6733345959207973, 1.0476494241825633, 0.3095435246178179]","[4.82054760272539, 1.8796554994928034, 0.42845699706634605]","[2.955394270806236, 0.6796076530411379, 1.4514556858330325]","[1.8276132580909328, -0.1383598829773764, 1.334569952879682]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01004,"[-0.9063890689097432, 3.780568029907274, 0.007197675553768287]","[-1.3762069883489447, 2.440331039181817, -0.07539263954645384]","[-0.5728012117918126, 1.4123837502032588, 0.3354043949809686]","[-1.062558797255983, 0.1511004123551496, 0.24076773300483795]","[-2.2925566033122777, -0.1237477158281298, -0.24345917743811937]","[-2.5125557288879072, -1.4529624797224945, -0.25004981521714625]","[-1.3528049475947872, -1.9603953304340116, 0.2545102986632665]","[-0.4563076160969092, -0.9912547750868359, 0.5697466508068384]","[0.8969529312986413, -1.176884939412645, 1.0661025365890182]","[1.7964218173125654, -1.151286979236076, -0.0012186065608565076]","[3.0623987990602535, -1.1302036026330546, 0.5954778614062133]","[3.8326862761771063, 0.10265851187137887, 0.1519201931609368]","[3.1948121814613897, 1.24827446701677, 0.6149068955553757]","[3.832229600133419, -2.398897780664797, 0.2380339559351212]","[3.9353905912476494, -2.5393645608120954, -1.1508475262961797]","[-3.115533245013547, 0.9114300094711142, -0.6637485951781242]","[-4.269424864019169, 0.6910932420393455, -1.121153123881765]","[-2.6337531254570825, 2.1871587017828817, -0.5681987115484299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01033,"[-1.821182618665162, 2.177651135020229, 0.4300897203363523]","[-1.1621619843701416, 0.6874089442190652, 0.2910684135165081]","[-1.9480401544053738, -0.42698555025027063, 0.3668682232862489]","[-1.4120861138309357, -1.6846214391618008, 0.25238200771654123]","[-0.0686633975263719, -1.8514211566325824, 0.05833322315207487]","[0.7069083520844412, -0.7430994711660097, -0.016202565438378683]","[0.201642544818804, 0.5023941291750822, 0.09358362159446282]","[1.183208537879246, 1.4086429575778137, -0.016206726905409446]","[2.2887054508740485, 0.6336268506845545, -0.19573365875081747]","[2.0316693831415003, -0.703596399466126, -0.20120896311047126]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00582,"[1.6018469262804258, -0.8770158190838593, 1.9737406056601283]","[1.1072706175301086, 0.05109185973052345, 0.869931985657063]","[2.1987799479862913, 1.0224732146494875, 0.5086751047681527]","[3.252114131441604, 0.6247322801863335, -0.2567804960608206]","[4.256155414575066, 1.4848611708220731, -0.5702128437028837]","[4.226104373427203, 2.763044423146232, -0.11086054888571825]","[3.202413027860105, 3.1983403139234086, 0.6683926997329939]","[2.163348447560061, 2.331556398105411, 1.0015043973838345]","[1.1485713185437878, 2.759177241256417, 1.7932814658789762]","[0.5185666211988978, -0.7322401629027397, -0.338738881771629]","[1.5063686878458833, -1.5985290287242615, -0.8206073064600269]","[0.14288241857667663, 0.22921656450395853, -1.4817750896949282]","[-0.9787783628484691, 1.0960992593246417, -1.1405090875063069]","[-0.907269171510784, 2.2986764679491585, -0.5531077011391019]","[-2.145872028794503, 2.8036781201026644, -0.390436893856515]","[-2.9534707534958335, 1.8507423267675596, -0.9075902376419928]","[-2.2441579237006026, 0.8033602291993346, -1.3694922469549702]","[-0.7106730827056887, -1.5518613491499749, 0.04721208592542204]","[-1.1797982976832642, -2.5939419334366214, -0.7839105200563632]","[-0.5299313838274755, -2.921769942106477, -1.9285335952546283]","[-2.342073850521599, -3.295359364115341, -0.44953712929510625]","[-3.059079422990354, -2.9641856429151123, 0.7009338350637146]","[-4.183617271599101, -3.64880052778263, 1.0189415109197693]","[-2.624680190606288, -1.91891309507542, 1.5158217122483215]","[-1.465020192543465, -1.214433004374471, 1.1872179657068511]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01082,"[-4.096178842157844, -3.1983628578432217, -0.901448803987276]","[-3.7508952051573643, -2.4507365890171333, 0.294961421273922]","[-3.7739391496756944, -1.0394357496944904, -0.06335709661969445]","[-4.602222698033461, -0.2519574313460285, 0.9528997122829227]","[-4.966183681579406, 0.9813204079456385, 0.40960795331234406]","[-3.8479199369922488, -0.04025292819804191, 2.272116752507043]","[-3.9249098250096406, -1.1952022750265376, 3.050908958081863]","[-2.3718017870494728, 0.33136343322584355, 2.0440211660214693]","[-2.1720951916696105, 1.8005599514760224, 1.6709165683452325]","[-2.581849511411957, 2.6208777654300834, 2.722437155815737]","[-1.7256948733222548, -0.551406628641317, 1.1455144400590225]","[-2.3529592753654507, -0.4680411746069385, -0.11598458265438388]","[-1.591377835899528, -1.1436530264177183, -1.072751059683179]","[-1.0851469833184988, -0.13924891476919388, -1.9054478885463693]","[0.3751186274941707, -0.39333424852782684, -2.210564053670786]","[1.1815175187002396, 0.35131047122334463, -1.3467013521166933]","[1.8516269659349947, -0.6009522436111198, -0.5733943967387288]","[3.362890887274005, -0.5238742870624714, -0.8406105310939137]","[3.8834373682484253, -1.8124330003847193, -0.9633256682041123]","[4.151628911530613, 0.25079123583048146, 0.22089565727810417]","[5.325011294769457, 0.7425346091284307, -0.3531134833402732]","[3.3181017835620836, 1.3940236329484708, 0.8088820710122344]","[4.1076631940930035, 2.168721935080097, 1.7589433409062576]","[4.873932462023052, 3.3146258055169118, 1.379645188416218]","[5.648341415602596, 3.9961828691187744, 2.358207240487289]","[4.836989740506567, 3.7629493256618103, 0.16793006166980723]","[2.0672955192377014, 0.8602635271736712, 1.5182501366063974]","[1.0867698141047042, 1.8509786176961904, 1.5370858349216556]","[1.4890718341647708, -0.42550228343697066, 0.9095580230298385]","[1.931924488468059, -1.5783004274347632, 1.6841696334897576]","[1.3183478083597433, -2.8660388862344037, 1.591850580690215]","[1.8399312840050444, -3.947474667489322, 2.353899829882976]","[0.29140383336757636, -3.0570157465123904, 0.8306212523316046]","[0.6493913686553606, -0.04030768038812518, -3.5485723087319587]","[-0.5729691943578592, 0.3374176891454113, -4.135890964194823]","[-0.6462514752853308, -0.14472571828553343, -5.577590587001209]","[-1.720178652545424, -0.15461675949133113, -3.2682102672441893]","[-2.1037600991633743, -1.4543390123543802, -3.6242303748010176]","[-2.9033164174895245, 0.7642395059029982, -3.3350659082065484]","[-2.800745484616055, 1.9490517542708543, -3.055075715767305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00268,"[-2.316255945176324, -0.18121967365918468, 3.6802058036114422]","[-2.296638935740745, -0.652788291279499, 2.24207905796279]","[-2.7172716817497995, 0.49591809058582825, 1.3238012479294188]","[-2.704573711946338, 0.14265622645644377, -0.10192576246816906]","[-3.643504106476339, -0.9486104992697459, -0.33975777122965634]","[-4.261391894603803, -0.8254166704314347, -1.7232942921928183]","[-5.229786101686189, 0.3409088728636383, -1.7649857305819594]","[-1.3716153955289982, -0.30253628562572543, -0.4939382142927235]","[-0.5264844566657424, 0.8908020590654376, -0.9048701945272057]","[0.8711163562901469, 0.4526367620940765, -1.1824797434877088]","[1.8130718764587626, 0.32299516529126715, -0.15575994919725739]","[1.641254532323213, 0.5898911875830455, 1.3004866962202153]","[3.018633841341157, 0.24498303794297488, 1.776934264886819]","[3.3738979297337197, 0.31572502029394345, 2.981740364075696]","[3.90513510584093, -0.17545750564307758, 0.7417995360676259]","[3.0978024725172872, -0.10425604205618764, -0.4200482370423594]","[3.5081479764429235, -0.4264538909308655, -1.7127865976979288]","[2.5755432863286396, -0.3072889043418489, -2.755398275801382]","[1.2629188522933712, 0.12751134106236167, -2.4918022022346022]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01193,"[5.772761125737895, -2.478804541430581, -2.7292899388467946]","[6.044860400808445, -1.0259106596895777, -3.0717037494677233]","[4.810081110415112, -0.37985467894432073, -3.6779218220080225]","[3.810948209611723, -0.0473928437946013, -2.622188103704921]","[3.8856319282319647, 1.0609626083152148, -2.027517803364444]","[2.7996577301025662, -1.006154049180732, -2.2859430740257944]","[1.7729089087587755, -0.8570734648269647, -1.2961293362301802]","[1.6536284813528372, 0.30218327305869164, -0.5201564739241817]","[0.6471851224999979, 0.4364132844471497, 0.44928671213327664]","[0.6002973300139949, 1.6998869033487822, 1.230825256125045]","[-0.2967514277715713, 1.8855057623298923, 2.4075347448443702]","[1.3552915769642773, 2.657463853201014, 0.9130293751101969]","[-0.2690620212786004, -0.628804253366721, 0.6329461388220451]","[-1.3010489719557154, -0.5279848766389039, 1.5729852926463175]","[-2.253127075718926, -1.5618725650255945, 1.7927452817482397]","[-3.2863104095659637, -1.1162336559148893, 2.8146581681556238]","[-4.0260343366538, -2.2242697560616156, 3.2242298739798314]","[-4.2275179220700245, -0.08950081353333958, 2.2071180504445773]","[-3.589510865461152, 1.2248140796366564, 2.1847451455011764]","[-4.3838289961419745, 2.1803079024690972, 1.4084389653354759]","[-4.4950580463381185, 1.7736803779801649, -0.05305330897104056]","[-5.7553256133261, 2.4136059356016952, 2.023458372496586]","[-0.1404421331992825, -1.7893037816170663, -0.14862478190961376]","[0.8707658949855468, -1.901664040366904, -1.101907362067908]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
