0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
DB00122,"[-1.6992375590687614, -1.2842582821093433, 0.08651351028111734]","[-0.718079762779452, -0.24215106441515424, -0.1521777173438005]","[-1.0385941514092232, 0.884917041280637, 0.7099446962243312]","[-0.8198307645525963, 0.1635235816070968, -1.5463108075783296]","[0.6095616658194601, -0.7883147181430008, 0.14955297432599438]","[1.7570580463474021, 0.1804457543704044, -0.14876780648723]","[1.9091225256432194, 1.0858376874093576, 0.9012451505779487]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00126,"[0.3403535501319774, 0.05605655613473883, 0.5986185221067262]","[-0.5869736003266984, 1.1260505761737876, 0.8043933388662026]","[-1.76324892286032, 0.8455862158520828, 0.13150604594457962]","[-2.7724708555778985, 1.5972268327797106, 0.11874065875866054]","[-1.6439393302012661, -0.42197127104985954, -0.5364964811150673]","[-2.615253924267209, -1.0470789543720171, -1.3083754260420815]","[-0.4382577862106499, -0.8942618013771508, -0.27883319599881756]","[0.03308164704892892, -2.1161370252530025, -0.7436706449588244]","[1.5853261290035647, 0.5758239540727185, -0.12187653782882707]","[2.1068593892181195, 1.6817049914505613, 0.5528756567077939]","[2.6562706496451116, -0.502887515690865, -0.2403936873015879]","[3.098253054396075, -0.9001125587202609, 1.0235117508612381]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00130,"[-0.9059700783924889, -1.6357021493446766, -1.0243481037262516]","[-0.663599946005212, -0.6013025702603441, -0.03224665625459946]","[-0.23066987339369432, 0.6883737677559184, -0.7155500958581955]","[1.1783680146710716, 0.56962289982262, -1.2800045315663946]","[2.1941273523095424, 0.6389241148124866, -0.1908083699890812]","[2.7122657338492253, -0.5584238572995361, 0.37651392652936094]","[2.5745809942850704, 1.756139084049962, 0.24586594422611713]","[-1.901444324881981, -0.3657778194861755, 0.7637474287419189]","[-3.093741969654944, -0.033212666212825794, 0.13142170243153017]","[-1.8639159027868075, -0.4586408038375474, 2.017891890864269]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00136,"[4.637637124125256, -1.902631020315068, -2.325314576226841]","[3.746838747598834, -1.1558184971780685, -1.3489102782393674]","[3.748217486343437, -1.8600582234583192, 0.007294482009352715]","[5.031212665405017, -1.5758014459502556, 0.7709402699024591]","[5.023732164714144, -0.14551190143055456, 1.303117320604594]","[6.305374940465591, 0.22018846396274266, 2.0503642618828644]","[6.501628295150205, -0.6849999923837711, 3.253591771562264]","[7.510081789144686, 0.11059532329200271, 1.1325642457392417]","[6.201476084233576, 1.5370863657745892, 2.4948755231170403]","[2.339649191934281, -1.0041054539759915, -1.9466016896697413]","[1.4399771003465587, -2.2458216600715892, -1.8415318637710703]","[0.011016868084657577, -1.7255183326782677, -1.6723271823209203]","[0.13366687079325973, -0.2380361011169652, -1.946571427266188]","[-0.9255775049967035, 0.7124551154229716, -1.4705351866879082]","[-0.553529111940053, 2.1772423482968386, -1.4451921841150468]","[0.6960410153472681, 2.4658335436513497, -2.3052109148849014]","[1.8981792060860287, 1.5226765444730546, -2.0458132787854737]","[1.5038834217539179, 0.16759818705653143, -1.4439643339357187]","[1.5343966537083404, 0.27221881771261125, 0.08701979021544351]","[-2.139725090475485, 0.2801052415478786, -1.1263615059446022]","[-3.208787147083715, 1.1802666685578038, -0.6738138041133427]","[-4.439359108892165, 0.7926773078258912, -0.31467876259733696]","[-5.3822950651221895, 1.8690055144384554, 0.1328746135057553]","[-6.308460267571728, 1.37612243897941, 1.239792367038296]","[-7.229111931695706, 2.374579745068518, 1.552574937743038]","[-7.0504255558296185, 0.1246406503693853, 0.780745978533576]","[-6.073862877616422, -1.0247027471170165, 0.5294255213097677]","[-5.563620643095926, -1.489971817358744, 1.7428208978699176]","[-4.946691680468437, -0.6101084328897524, -0.37193008932314986]","[-4.441563640444349, -1.5202066505060088, -1.198070754792554]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00140,"[-2.8601726195864665, 4.9593766175692355, 0.6601389302453889]","[-2.1695698707373285, 3.6840278794526187, 0.3127759374375672]","[-0.8512411689633802, 3.6713847604547367, -0.17508094537585894]","[-0.07926805508780141, 4.932495311931724, -0.36894592475413124]","[-0.23814029038793294, 2.455992095204958, -0.4889484991074504]","[-0.9185620488334845, 1.237259158063005, -0.32385519899674725]","[-0.31615932790425977, 0.040841663494647906, -0.6310468924597035]","[1.0637615253409864, 0.0031256571264636043, -1.1241455703569296]","[2.0289560324150324, -0.34796622174589575, 0.0034033856094924544]","[2.1025394331692673, 0.7229622999957935, 0.8962349189243666]","[3.418111276085846, -0.6697244176215764, -0.5613410608817635]","[3.321706366977499, -1.682169997889883, -1.5188301203677872]","[4.423045788600817, -1.1010494763749672, 0.5129788184717089]","[3.8721290124412056, -2.069416059404498, 1.3552382687161726]","[4.931628027216485, 0.07446060801813642, 1.3318161446566168]","[5.697824240803915, 0.9193382523494266, 0.5284699615747619]","[-1.0059823995265074, -1.1271937809343493, -0.4703649161001579]","[-0.4543900162518129, -2.3333931370447463, -0.7666673582579608]","[-1.1574694550457947, -3.485371002351911, -0.5965328444380287]","[-0.622441657228403, -4.588556775913297, -0.8779616868486961]","[-2.4351705002230704, -3.456328232342749, -0.12417573580853503]","[-3.0617574429695127, -2.2929705181495965, 0.19533463237068965]","[-4.244310013724738, -2.316841271338524, 0.6282486329774782]","[-2.385604990479858, -1.0851080844546879, 0.03908752380188867]","[-2.9476791668439453, 0.11003926974359256, 0.33609531025125483]","[-2.251900609559897, 1.2634049121529192, 0.1670545631414662]","[-2.8598820696968197, 2.4813804900089966, 0.47946273056543576]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00146,"[3.019261564443799, -2.0631577848252998, 1.7405158322068166]","[3.3664382668415103, -1.1877734555363717, 0.5465133995285318]","[4.150874850750066, 0.03711199836044339, 0.9991309490367674]","[4.895635755820049, 0.6787729183851368, -0.16422993064006436]","[6.0732050670668345, -0.18363616992123272, -0.6216557945564002]","[7.369543838383639, 0.06564038833193434, 0.15509594632674562]","[7.775092417149321, 1.526419564883901, 0.06851602780700042]","[7.217845570888635, -0.3292996712730864, 1.612794628185964]","[8.380180778400321, -0.7098199754431742, -0.4104315947508575]","[2.151169349690539, -0.8272397893442892, -0.3339556465174363]","[1.3764235762203914, -2.052828350998272, -0.8356442539495765]","[-0.08902329183416076, -1.627993825496203, -0.9362516163510071]","[-0.039600377979179605, -0.12253107993769517, -0.763448224675439]","[-1.2757330655621322, 0.6381684202933404, -0.3813517592674145]","[-1.0689508393002713, 2.0456819688066816, 0.12800952836542656]","[0.3302418454162448, 2.585649335887778, -0.23719765334621037]","[1.5045828174750764, 1.6314097500186304, 0.09729765664118052]","[1.1005261206862684, 0.15324138607338772, 0.1961863740266291]","[0.7025040749601436, -0.1603404552127538, 1.6438081631603902]","[-2.4897477086091313, 0.10378842220474556, -0.5239199472103123]","[-3.7236105138779863, 0.8227719312516231, -0.17960684318055634]","[-4.963775306257291, 0.3309981438672024, -0.3007999587908906]","[-6.08719246514838, 1.233994374609923, 0.11570297672694047]","[-7.256096012121575, 0.4470939643017961, 0.7010771848180145]","[-8.313053784817905, 1.3162191243609929, 0.96548115636485]","[-7.709731697042169, -0.6197305409007227, -0.28707374862664875]","[-6.605546536231664, -1.6546313671516912, -0.4804495378891609]","[-5.307187704339042, -1.0092927362552089, -0.8636861398393734]","[-4.484276591072318, -1.6930696004775085, -1.6504271736045562]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00150,"[2.32250652511992, -0.8966963507887795, -1.491260377423582]","[2.0383993775287523, 0.11879813409306247, -0.4905238989128417]","[1.3430899084941912, -0.5068390395256877, 0.7094237291843564]","[-0.07086747911659987, -0.8548039447387664, 0.38054538639292945]","[-0.5403409708209672, -2.0976562628670465, -0.029305452576617083]","[-1.8726681975076607, -2.035058594105505, -0.2825210794052751]","[-2.222316773707618, -0.7588656325099373, -0.037561607826300476]","[-1.1509815764183082, -0.00951690862172499, 0.36413090000073395]","[-1.2625902158337798, 1.3466161812898538, 0.6656424222973983]","[-2.5351380100015497, 1.9332486025829716, 0.5455094399647683]","[-3.644142951499997, 1.162635314802492, 0.1328151100454898]","[-3.4942151419145504, -0.20418292697108473, -0.16589870637813756]","[3.3073546942168583, 0.7711984923199606, -0.060228179314500994]","[4.3587440100153945, 0.009469426430164771, 0.4361029864230676]","[3.423166801445493, 2.021653508609357, -0.13668799207664106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00153,"[-7.5609523925306865, 0.08486659673318944, 0.3411322127351688]","[-6.820537979324023, 1.381011616741745, 0.636716091762294]","[-7.640097023877929, 2.2358554552008263, 1.584263907211886]","[-5.411355094845933, 1.1524183228886007, 1.1981928041215086]","[-5.3784838962569514, 0.2257452478383964, 2.4091442579912643]","[-4.429718042984241, 0.7281593846843958, 0.14456195195387303]","[-4.505060253937385, -0.45707755146446355, -0.4710393736257783]","[-3.5189078328706365, -0.8843035388177239, -1.5192466422221091]","[-3.3650609249356096, 0.13779937089955868, -2.6402829694761345]","[-2.194230058987255, -1.4359251683489789, -0.9520363892924874]","[-1.2923538222290245, -2.0413838795533157, -2.0362874748495905]","[0.14930737684978385, -1.763988412441363, -1.612148530848]","[0.01489914973081366, -1.295513826809317, -0.17793167030333262]","[1.1320940829965667, -0.5390899819575485, 0.47986313805976]","[0.7851352414944283, 0.20534853796482427, 1.7480086660247787]","[-0.538957666147133, -0.29733342897808435, 2.36147045910777]","[-1.7202500723740437, -0.40646033414859545, 1.3643524326424927]","[-1.2922957457877822, -0.5315257484171211, -0.10526335024318371]","[-1.1556456687607077, 0.8702204481998279, -0.7128963381104377]","[2.3701385254832306, -0.5609741482786031, -0.016664823353270325]","[3.493353544689599, 0.1501053494117011, 0.6083704439303416]","[4.751593811505984, 0.16257879450068055, 0.14879307944274947]","[5.746454489003357, 0.9607669906911647, 0.938786198760864]","[6.815825809444344, 1.5765701028956083, 0.04132473585254141]","[7.774489710282333, 2.2092566953429458, 0.8307031622376648]","[7.480916944475038, 0.4898490283861026, -0.7935593650389575]","[6.468806082296189, -0.11810841358006967, -1.7598199158219934]","[5.240307076962547, -0.5936083222643842, -1.0430536971820874]","[4.600584630635484, -1.6452591873202163, -1.541530097879825]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00158,"[-10.016783629787207, 0.4838683509180272, -0.684207173379275]","[-8.597496301073244, 0.4791280930089141, -0.774458058642683]","[-7.976255283664796, -0.36006286760074085, -1.6471254107076547]","[-6.621359276766469, -0.38667798096851164, -1.755195051319144]","[-6.074001592262091, -1.1743455093527182, -2.5716486869610313]","[-5.850387352707101, 0.4627532953420156, -0.9569688461579566]","[-4.49196056752414, 0.4777316291015317, -1.023213404477068]","[-3.7654029228986414, 1.3176475885986172, -0.2376758017861096]","[-2.2798804977536915, 1.3036379401548, -0.3037334997677878]","[-1.761862312857916, 0.24172620206124162, 0.545475449035739]","[-0.3652996174260741, -0.024571530867818468, 0.6909496901441097]","[0.047698000614847906, -1.0640132539350422, 1.5294971432103603]","[1.4081878871764326, -1.3430475439355916, 1.687893476412981]","[2.371920699809219, -0.584275167576094, 1.0081481963609038]","[1.9554332813018998, 0.4575372491906275, 0.16765466957146583]","[0.5952769543814476, 0.7366195506263666, 0.009267985792714258]","[3.805849699313033, -0.8775228550204838, 1.1748936999685824]","[4.174411104370302, -1.817487004983592, 1.9315739668992722]","[4.781806557043362, -0.09893389784616549, 0.47497687396863625]","[6.215381863919071, -0.3209719601726372, 0.6161170419380286]","[6.962288677614209, 0.3618813264378643, -0.5210707145705143]","[6.705360973513221, -0.33579153668935646, -1.8498458102909079]","[7.436451802173587, -1.6331325110264383, -1.9181050069203758]","[6.812429487569099, -2.80416873668688, -1.50928926800154]","[8.629436958257042, -1.6638460529296786, -2.3172728340023805]","[6.694154526785719, 0.21320335163030446, 1.9252354893683596]","[6.437257770733071, 1.5308969642456218, 2.2849390292975453]","[7.34493809461667, -0.5315531564078253, 2.7027812436954193]","[-4.421821204301254, 2.166818687887614, 0.6595130350457683]","[-5.780209727771085, 2.1528052334876753, 0.7271491196777751]","[-6.5099739219327875, 1.3213055428795006, -0.06142020241179993]","[-7.865590130467997, 1.312840560428544, 0.012107488158694137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00162,"[5.551825222837788, -1.2561767936809518, -1.0425902708269559]","[5.217237405551677, 0.13311102051317633, -0.5906572917247185]","[6.168922282451973, 1.0494191746036623, -0.4079654456807704]","[7.626147830862255, 0.7870873663064164, -0.6162266091297139]","[8.11177293917174, -0.03549722152723279, 0.40061387292249556]","[3.824560377509119, 0.527702280047462, -0.344599419142862]","[2.808021027791982, -0.3110750697798422, -0.5010922255698527]","[1.4393852290144131, 0.13976269952368867, -0.2404485235538334]","[0.3729177958023517, -0.647771050251519, -0.37701293636633576]","[0.5091668017828872, -2.074974349147136, -0.815216627300813]","[-0.9465088953930919, -0.07558171856062874, -0.08469216420637717]","[-2.0709360005456774, -0.7799093707150396, -0.1914425484820519]","[-3.425453892493931, -0.2371069819608668, 0.09542095202078128]","[-4.477369613585673, -1.0919569493146168, 0.06033171086087559]","[-4.306246496377831, -2.531309928772383, -0.30810651754723617]","[-5.885236585087062, -0.6386720499274737, 0.317690684792228]","[-5.921766932525004, 0.5508827121211727, 1.25718940361297]","[-5.075845427783428, 1.6517319876533811, 0.6456721489348837]","[-3.6083473465367257, 1.2274721627072949, 0.5217506576383151]","[-2.975394144651894, 2.1571258836095293, -0.49974558802339525]","[-2.9368515777959994, 1.4557361965517748, 1.8668330012100924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00163,"[9.277291403008206, 2.130736021204823, 1.5952716882190265]","[8.22214448717335, 1.0454375240476248, 1.5680478268753264]","[8.657321757034351, -0.09083770383862415, 2.471589269237299]","[6.903373214550021, 1.6155426596851665, 2.060047310808699]","[5.739892104751197, 1.144418716780673, 1.1983654739837137]","[5.285661306629863, -0.25591051028496004, 1.5877968980002861]","[6.050169601117956, -1.3226561550493199, 0.8132447945447415]","[5.867222200157875, -2.679880480238976, 1.4677490306357117]","[5.676207919363084, -1.3657063120195352, -0.6724175962501385]","[4.224325463517107, -1.760945218500621, -0.919803005832645]","[3.3313101537601453, -0.5320362678742739, -0.9073559201854843]","[1.8765134343308023, -0.9319978145327505, -1.0696079086554553]","[1.3541841644123815, -1.5053619543300663, 0.2376658710669155]","[1.067533870753587, 0.2947602398028359, -1.4609360250362793]","[-0.19487047350934483, -0.09541968195553459, -2.212938837383051]","[-1.302183392283754, -0.4838352724607978, -1.2384792977872634]","[-2.597411676869204, -0.9074676549134303, -1.9417742472276491]","[-2.340118354031867, -2.14269261039993, -2.7864007895779226]","[-3.1364868327675173, 0.20759473302857367, -2.845445488535753]","[-3.5744762275775726, 1.4120037447768552, -2.0139389500342575]","[-4.504924482568528, 1.0107241025228224, -0.9006277080963958]","[-4.4451126475608875, -0.29856612919310344, -0.3842467233264085]","[-3.5718385533261223, -1.240464950090677, -0.9511394675773905]","[-5.27897823812446, -0.6748509025016822, 0.6792865665979846]","[-5.211181923133372, -2.0734447546840302, 1.2062403292811903]","[-6.16722674673144, 0.2612100792088451, 1.2398702948102691]","[-7.0625646529438235, -0.12260011728752009, 2.3755775172174936]","[-6.217172357477634, 1.569405299684126, 0.7338007308760733]","[-7.094329119004835, 2.496301524057669, 1.2922201034643825]","[-5.38580212659169, 1.9477828130162296, -0.3315775440689626]","[-5.448473276876349, 3.3487570324402247, -0.8527030584886764]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00165,"[-3.1303301246276627, -1.2240048731798494, 0.18960232270631175]","[-1.677181698873432, -0.9009945629917102, 0.2428693434028262]","[-1.1796733946041669, 0.26666521505665497, -0.3530203844340516]","[-2.0420626004452123, 1.1451685524375335, -1.0037720853261558]","[0.19593648948071926, 0.539249714136173, -0.2884269647207071]","[0.7359476526046169, 1.7924021295198338, -0.9043472533019944]","[0.7061592459020475, 2.8275206336799816, 0.030129185361084145]","[1.0453740817550434, -0.35471153916327525, 0.38881777629132624]","[2.518321682882943, -0.1265005586184786, 0.48025258641849666]","[3.153761792840896, -0.7029325441525126, -0.6195532866353035]","[0.5037969736356578, -1.5081620841462544, 0.9599082259897357]","[-0.8300501005510814, -1.7537000825786704, 0.8775405342483414]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00169,"[8.187664488076338, -1.503221916490016, 0.5477272763033024]","[7.116642951591648, -1.0344111723091205, 1.5147349244823773]","[7.323038969301796, -1.7159897308955483, 2.850729960180203]","[5.738481287278157, -1.3832882637731287, 0.9821129281258696]","[5.3476444702736154, -0.43621408080379787, -0.13632225138823909]","[3.972313160891646, -0.8091186703715437, -0.6543369587461582]","[3.553864970482351, 0.13424448077407936, -1.7776826615282717]","[4.28523139302334, -0.22330642211395035, -3.0594896347442284]","[2.0384038086226584, 0.12854256514005774, -2.0325786755223314]","[1.37679404651454, -1.2588349603337305, -2.0485151024818227]","[-0.031050936808360033, -1.0681394779951823, -1.4804993369608421]","[-0.19267078231940452, 0.43925791975190465, -1.4155688807000046]","[-1.2356832911164828, 1.054298101371375, -0.5290651373437185]","[-1.0839216539818186, 2.528941329809284, -0.23408075119467728]","[-0.12775565176417356, 3.217287241245231, -1.2322157954035595]","[1.2249637400107078, 2.4915718104033258, -1.4456585670461322]","[1.1840884988226226, 0.994262938504552, -1.1133314549424538]","[1.559464709394049, 0.7986286569120666, 0.3620202685810768]","[-2.2582792286500712, 0.33619953434111893, -0.06196848263566487]","[-3.308218480911979, 0.9052327879805674, 0.7934865662879099]","[-4.349428388995807, 0.22539597562028643, 1.2912623482811616]","[-5.317113188890837, 1.0022174935613017, 2.1364718384464854]","[-6.751028097043726, 0.4866286992940964, 2.0121755230562264]","[-7.280501677522598, 0.8153016886378928, 0.7621720419657445]","[-6.805769937075676, -1.0235192832029842, 2.239193164375008]","[-5.979259133850052, -1.7720833654113863, 1.1946978159930453]","[-4.58219472884526, -1.2375728585100443, 1.1129113570829212]","[-3.60572131650771, -2.0923110211367044, 0.8304887557901193]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00170,"[3.5342003911131257, -0.3736511765289981, -0.3478566482403329]","[2.0968089609317184, -0.025867107243819888, -0.17103188002045888]","[1.7675314320138826, 1.2439746862358374, 0.08430544523295569]","[0.3639654366597992, 1.6503620432372241, 0.26901603398252555]","[0.09271728796321313, 2.8569906806103478, 0.5083539661215147]","[-0.708100239236099, 0.6388267945507229, 0.1714781854654]","[-2.0527351655728423, 0.9950049561931467, 0.34242240469321217]","[-3.0544137082001486, 0.025240955420726918, 0.2468705730829994]","[-2.718479015858538, -1.3046652885646655, -0.01978136947003139]","[-1.3800219052485077, -1.668126127374519, -0.19156073523980036]","[-0.36878692102241556, -0.70208950791877, -0.09744968330328413]","[1.052465676297702, -1.070414910519691, -0.276714252741582]","[1.3748477701593746, -2.2655859980972655, -0.5180520395635085]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00173,"[-1.5964281243089404, 2.131530576770177, -0.08557982798371098]","[-1.1246310910337802, 0.7932990538017047, -0.19628653253379744]","[0.2319492332540807, 0.5016733004326264, -0.21135841637906216]","[1.28382027895018, 1.3272508755300287, -0.13336107026042485]","[2.340787947399277, 0.47020978810338576, -0.19881084214011044]","[1.9854036493367444, -0.8397335473872953, -0.31308223476483427]","[0.6488107623042337, -0.7755940575393809, -0.3172655433104182]","[-0.21418217620512248, -1.8159517376438876, -0.41221283350635823]","[-1.5546562909248802, -1.5429338168484796, -0.39861044429837367]","[-2.0008741887717987, -0.24975043521896195, -0.2915572939739696]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00175,"[-0.9691526796481386, 0.7654947452660754, -1.1192502774234858]","[-1.8976860722747864, 0.4155822181606118, -2.3005175974132697]","[-2.6350066697502266, 1.632414719639283, -2.9098636583807527]","[-2.1248624336659856, 2.9894699400723352, -2.395435029215487]","[-0.880159383918832, 3.2752526752977444, -2.9594678039428954]","[-2.018382634194266, 2.970808232456016, -0.8961377695332928]","[-1.4863128483868244, 1.914379563863954, -0.2823427134728697]","[-1.4571742807504202, 1.8422588418965273, 1.1855988385848202]","[-1.2967066909641534, 0.6667652077186831, 1.795353521896667]","[-1.2397570679983394, -0.6055525952971371, 0.9967589063724976]","[-0.7573788096608249, -1.7663220908649409, 1.848393880685088]","[-0.4483782645966865, -0.4389244098289966, -0.3171619040541942]","[1.0453221201259766, -0.25218160273081386, -0.07521668782740387]","[1.7573033542544965, -1.5979656725450846, -0.10485026802325502]","[3.242630913627784, -1.4641606062646395, 0.20926079373704676]","[3.8531424568335346, -0.5940943295262076, -0.6969641886173017]","[3.4548278169991153, -0.9854828711473796, 1.6450032765659306]","[4.86976670618246, -1.2521622930493843, 2.1635161631881545]","[5.195367254736364, -2.6018173851369233, 2.021469647990038]","[5.91735214133378, -0.3887331284002117, 1.472931247724002]","[5.814415221879601, 1.0292025252196648, 1.920730738030618]","[6.36475566632103, 1.4162013225181693, 3.1352749906152493]","[5.205823076776617, 1.8710194364991306, 1.2105473910908564]","[-2.8002340339783953, -0.6528286589992478, -2.0009392159683195]","[-3.8869768898335435, -0.5561072137030265, -1.119307039885279]","[-4.214373973532855, 0.5575137341616649, -0.6251220762858124]","[-4.720520888346708, -1.7756705635222287, -0.8353335387597167]","[-3.9028772716138014, -3.055166524148632, -0.9365427171199765]","[-5.464765039872683, -1.7047435771998734, 0.5010947111783177]","[-4.520000796086864, -1.6544496404090747, 1.6934482997991571]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00177,"[-3.9127050810122395, 4.280810896429728, -3.118960938242058]","[-3.8283790032649265, 3.0478039462224813, -3.999332563730276]","[-3.8286390968541624, 1.7912405874209696, -3.147979486657161]","[-2.474967253249099, 1.6008913744310682, -2.485941027442636]","[-2.5223062049821423, 0.4374142085503968, -1.550430108692405]","[-2.472716832594801, -0.7279709879784452, -2.028412501618239]","[-2.632624329370518, 0.6357334844062185, -0.1285788406009709]","[-2.5082207287150817, -0.5030410321412615, 0.7846142904239383]","[-1.1040494089671062, -1.012960813579775, 0.8224631563970024]","[-0.10787002005179165, -0.2985620225949563, 1.4960604654361338]","[1.206308122362909, -0.7724415120078937, 1.5117634528427435]","[1.5371311051134027, -1.9608049956927904, 0.8440552849703403]","[0.5312731980285281, -2.6857036575407633, 0.18980301323692292]","[-0.7831165478322603, -2.2105592035541783, 0.17530883380897205]","[2.9186080726560184, -2.477280690869573, 0.8788836975745357]","[3.1148873724640844, -3.7709114894319424, 1.3855809256948102]","[4.399047861362423, -4.296248499170381, 1.528843117581356]","[5.507523243634209, -3.5311896657083266, 1.1703799074029422]","[5.33036004798017, -2.248318391439726, 0.650915593035001]","[4.046519663829479, -1.706887690566208, 0.4847609412498226]","[3.9430195169613387, -0.37671339893035805, -0.15764963309859742]","[2.8584374605078695, 0.08866243189165646, -0.8050927532146561]","[3.221231990305901, 1.2732815529688066, -1.2686893481315993]","[4.477021275075815, 1.519076048310492, -0.9318794599796172]","[4.961278261443966, 0.5007299263415294, -0.24014589483866994]","[-2.9275169957376193, 1.9775237228865432, 0.39300751020744595]","[-4.35541728743171, 2.1392413387637252, 0.9422184695678453]","[-4.663991634134263, 1.2225906534391318, 2.1146065116741415]","[-5.3856336213014915, 1.9372323034817016, -0.15100324698018797]","[-1.8572787396282175, 2.487000919031463, 1.3111105576992899]","[-0.8339808192880401, 3.271565188406281, 0.7965122818746968]","[-1.8532335873110029, 2.180423110298708, 2.533207792548946]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
